,crimeCaseNumber,CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,counter,lat,long
8217,NA,12/1/2014,3JK,5:05:00,700 DRUID PK LAKE DR,ROBBERY - RESIDENCE,KNIFE,133,CENTRAL,Reservoir Hill,1,39.31663,-76.63242
8218,NA,12/1/2014,3AF,8:15:00,2200 N DUKELAND ST,ROBBERY - STREET,FIREARM,731,WESTERN,Panway/Braddish Avenue,1,39.3129,-76.66428
8219,NA,12/1/2014,4C,9:00:00,100 NORTH BEND RD,AGG. ASSAULT,OTHER,823,SOUTHWESTERN,Westgate,1,39.28218,-76.70562
8220,NA,12/1/2014,1F,1044,3900 PENHURST AV,HOMICIDE,FIREARM,643,NORTHWESTERN,Dolfield,1,39.33866,-76.68143
8221,NA,12/1/2014,4C,13:25:00,0 W 22ND ST,AGG. ASSAULT,OTHER,514,NORTHERN,Old Goucher,1,39.31426,-76.61685
8222,NA,12/1/2014,3B,13:31:00,2400 N CHARLES ST,ROBBERY - STREET,,514,NORTHERN,Old Goucher,1,39.31645,-76.61687
8223,NA,12/1/2014,3AK,14:31:00,1800 N MONTFORD AV,ROBBERY - STREET,KNIFE,331,EASTERN,Broadway East,1,39.31148,-76.58453
8224,NA,12/1/2014,4C,15:15:00,1200 MERIDENE DR,AGG. ASSAULT,OTHER,414,NORTHEASTERN,Idlewood,1,39.36856,-76.59073
8225,NA,12/1/2014,3AF,16:00:00,2100 E NORTH AV,ROBBERY - STREET,FIREARM,331,EASTERN,South Clifton Park,1,39.31245,-76.5886
8226,NA,12/1/2014,3B,16:00:00,1600 EDISON HW,ROBBERY - STREET,,332,EASTERN,Berea,1,39.3098,-76.57309
8227,NA,12/1/2014,3AF,16:06:00,500 E 43RD ST,ROBBERY - STREET,FIREARM,524,NORTHERN,Wilson Park,1,39.34107,-76.60933
8228,NA,12/1/2014,3AO,16:20:00,200 S ANN ST,ROBBERY - STREET,OTHER,212,SOUTHEASTERN,Upper Fells Point,1,39.28908,-76.59158
8229,NA,12/1/2014,4A,16:26:00,800 E 33RD ST,AGG. ASSAULT,FIREARM,513,NORTHERN,Better Waverly,1,39.32829,-76.60496
8230,NA,12/1/2014,9S,1627,800 E 33RD ST,SHOOTING,FIREARM,543,NORTHERN,Waverly,1,39.32852,-76.60482
8231,NA,12/1/2014,3B,17:00:00,1300 EUTAW PL,ROBBERY - STREET,,132,CENTRAL,Madison Park,1,39.30388,-76.62633
8232,NA,12/1/2014,3AK,17:00:00,200 N CALVERT ST,ROBBERY - STREET,KNIFE,111,CENTRAL,Downtown,1,39.29125,-76.61248
8233,NA,12/1/2014,4C,17:20:00,900 S CAROLINE ST,AGG. ASSAULT,OTHER,213,SOUTHEASTERN,Fells Point,1,39.28115,-76.59644
8234,NA,12/1/2014,4A,17:35:00,1600 ARGONNE DR,AGG. ASSAULT,FIREARM,412,NORTHEASTERN,Hillen,1,39.34021,-76.59093
8235,NA,12/1/2014,4A,18:13:00,2800 VIRGINIA AV,AGG. ASSAULT,FIREARM,532,NORTHERN,Cylburn,1,39.34509,-76.66303
8236,NA,12/1/2014,4D,18:24:00,0 N CURLEY ST,AGG. ASSAULT,HANDS,222,SOUTHEASTERN,Patterson Park Neighborhood,1,39.29272,-76.57547
8237,NA,12/1/2014,1F,1802,1500 ARGYLE AV,HOMICIDE,FIREARM,123,CENTRAL,Upton,1,39.30129,-76.63371
8238,NA,12/1/2014,9S,1813,2700 VIRGINIA AV,SHOOTING,FIREARM,532,NORTHERN,Cylburn,1,39.3451,-76.66226
8239,NA,12/1/2014,3AF,19:00:00,0 S CALVERT ST,ROBBERY - STREET,FIREARM,111,CENTRAL,Downtown,1,39.28953,-76.61232
8240,NA,12/1/2014,3JK,19:00:00,3800 ELLERSLIE AV,ROBBERY - RESIDENCE,KNIFE,412,NORTHERN,Ednor Gardens-Lakeside,1,39.33575,-76.60572
8241,NA,12/1/2014,2A,19:26:41,1800 ORLEANS ST,RAPE,OTHER,321,EASTERN,Dunbar-Broadway,1,39.29529,-76.59129
8242,NA,12/1/2014,4C,20:00:00,1800 E NORTH AV,AGG. ASSAULT,OTHER,342,EASTERN,South Clifton Park,1,39.31225,-76.59274
8243,NA,12/1/2014,4A,20:10:00,7100 HARFORD RD,AGG. ASSAULT,FIREARM,424,NORTHEASTERN,North Harford Road,1,39.36763,-76.54823
8244,NA,12/1/2014,3JF,20:50:00,700 DR BENJAMIN QUARLES PL,ROBBERY - RESIDENCE,FIREARM,122,CENTRAL,Poppleton,1,39.29192,-76.62978
8245,NA,12/1/2014,3JF,20:50:00,700 DR BENJAMIN QUARLES PL,ROBBERY - RESIDENCE,FIREARM,122,CENTRAL,Poppleton,1,39.29192,-76.62978
8246,NA,12/1/2014,9S,2010,7100 HARFORD RD,SHOOTING,FIREARM,424,NORTHEASTERN,North Harford Road,1,39.36763,-76.54823
8247,NA,12/1/2014,3AF,21:15:00,1100 BOLTON ST,ROBBERY - STREET,FIREARM,132,CENTRAL,Madison Park,1,39.30343,-76.62265
8248,NA,12/1/2014,4C,21:30:00,600 DEEPDENE RD,AGG. ASSAULT,OTHER,521,NORTHERN,Wyndhurst,1,39.3566,-76.63125
8249,NA,12/1/2014,3AF,21:40:00,2300 MCCULLOH ST,ROBBERY - STREET,FIREARM,733,WESTERN,Penn North,1,39.31071,-76.63737
8250,NA,12/1/2014,3AJF,21:56:00,3100 RUECKERT AV,ROBBERY - CARJACKING,FIREARM,426,NORTHEASTERN,Waltherson,1,39.34705,-76.56341
8251,NA,12/1/2014,3AF,22:21:00,3300 OLD YORK RD,ROBBERY - STREET,FIREARM,543,NORTHERN,Waverly,1,39.32854,-76.60847
8252,NA,12/1/2014,4C,22:40:00,3400 E BALTIMORE ST,AGG. ASSAULT,OTHER,223,SOUTHEASTERN,Baltimore Highlands,1,39.29253,-76.56897
8253,NA,12/1/2014,4A,22:55:00,1600 OLMSTEAD ST,AGG. ASSAULT,FIREARM,911,SOUTHERN,Curtis Bay,1,39.22761,-76.58863
8254,NA,12/1/2014,9S,2255,1600 OLMSTEAD ST,SHOOTING,FIREARM,911,SOUTHERN,Curtis Bay,1,39.22761,-76.58863
8255,NA,12/1/2014,4B,23:00:00,2300 HARFORD RD,AGG. ASSAULT,KNIFE,342,EASTERN,East Baltimore Midway,1,39.31587,-76.59627
8256,NA,12/1/2014,4B,23:00:00,300 E MADISON ST,AGG. ASSAULT,KNIFE,312,EASTERN,Penn-Fallsway,1,39.29883,-76.61042
8257,NA,12/2/2014,3K,2:30:00,1000 PENNSYLVANIA AV,ROBBERY - RESIDENCE,,121,CENTRAL,Heritage Crossing,1,39.29805,-76.62792
8258,NA,12/2/2014,3GF,3:21:00,5900 PULASKI HW,ROBBERY - COMMERCIAL,FIREARM,433,NORTHEASTERN,Armistead Gardens,1,39.30246,-76.54646
8259,NA,12/2/2014,3B,8:00:00,2500 KIRK AV,ROBBERY - STREET,,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.32012,-76.60009
8260,NA,12/2/2014,3AF,8:30:00,400 CASTLE ST,ROBBERY - STREET,FIREARM,321,EASTERN,CARE,1,39.29581,-76.58856
8261,NA,12/2/2014,3K,8:30:00,2200 E BIDDLE ST,ROBBERY - RESIDENCE,,331,EASTERN,Broadway East,1,39.30463,-76.5868
8262,NA,12/2/2014,3AF,8:38:00,2600 WILKENS AV,ROBBERY - STREET,FIREARM,841,SOUTHWESTERN,Millhill,1,39.27831,-76.65812
8263,NA,12/2/2014,2B,11:05:29,400 N MONTFORD AV,RAPE,,221,SOUTHEASTERN,McElderry Park,1,39.29603,-76.58357
8264,NA,12/2/2014,3AJF,11:11:00,800 BROOKS LA,ROBBERY - CARJACKING,FIREARM,133,CENTRAL,Reservoir Hill,1,39.31603,-76.63465
8265,NA,12/2/2014,3B,11:40:00,2500 N CHARLES ST,ROBBERY - STREET,,512,NORTHERN,Charles Village,1,39.31897,-76.61709
8266,NA,12/2/2014,2B,12:44:30,1000 N MONROE ST,RAPE,,743,WESTERN,Sandtown-Winchester,1,39.30051,-76.64758
8267,NA,12/2/2014,4B,12:45:00,2700 ASHLAND AV,AGG. ASSAULT,KNIFE,323,EASTERN,Madison-Eastend,1,39.30109,-76.57868
8268,NA,12/2/2014,4A,16:06:00,200 S PAYSON ST,AGG. ASSAULT,FIREARM,934,SOUTHERN,Carrollton Ridge,1,39.28473,-76.64852
8269,NA,12/2/2014,9S,1606,200 S PAYSON ST,SHOOTING,FIREARM,934,SOUTHERN,Carrollton Ridge,1,39.28473,-76.64852
8270,NA,12/2/2014,3K,17:00:00,3700 PENNINGTON AV,ROBBERY - RESIDENCE,,911,SOUTHERN,Curtis Bay,1,39.2311,-76.58903
8271,NA,12/2/2014,4A,17:35:00,1100 W PRATT ST,AGG. ASSAULT,FIREARM,931,SOUTHERN,Hollins Market,1,39.28574,-76.63523
8272,NA,12/2/2014,3B,17:56:00,3300 W NORTH AVE,ROBBERY - STREET,,811,SOUTHWESTERN,Walbrook,1,39.30889,-76.67268
8273,NA,12/2/2014,3B,17:56:00,3300 W NORTH AVE,ROBBERY - STREET,,811,SOUTHWESTERN,Walbrook,1,39.30889,-76.67268
8274,NA,12/2/2014,1F,1744,2800 ASHLAND AV,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,1,39.30116,-76.5781
8275,NA,12/2/2014,4C,18:02:00,1600 E 25TH ST,AGG. ASSAULT,OTHER,342,EASTERN,Darley Park,1,39.31666,-76.59535
8276,NA,12/2/2014,3CF,18:56:00,2000 MARYLAND AV,ROBBERY - COMMERCIAL,FIREARM,514,NORTHERN,Charles North,1,39.31245,-76.61803
8277,NA,12/2/2014,2A,20:10:27,300 ST PAUL PL,RAPE,OTHER,111,CENTRAL,Downtown,1,39.29254,-76.6135
8278,NA,12/2/2014,3JF,21:08:00,900 W SARATOGA ST,ROBBERY - RESIDENCE,FIREARM,712,WESTERN,Poppleton,1,39.29247,-76.63312
8279,NA,12/2/2014,3AO,21:50:00,700 N HOWARD ST,ROBBERY - STREET,OTHER,142,CENTRAL,Mount Vernon,1,39.29753,-76.62
8280,NA,12/2/2014,4C,22:00:00,5200 ROLAND AV,AGG. ASSAULT,OTHER,521,NORTHERN,Wyndhurst,1,39.35692,-76.63473
8281,NA,12/2/2014,4C,22:40:00,700 W 36TH ST,AGG. ASSAULT,OTHER,531,NORTHERN,Hampden,1,39.33126,-76.62823
8282,NA,12/2/2014,4D,22:45:00,2500 FRANCIS ST,AGG. ASSAULT,HANDS,733,WESTERN,Penn North,1,39.31296,-76.64222
8283,NA,12/2/2014,4C,23:15:00,3500 JUNEWAY,AGG. ASSAULT,OTHER,432,NORTHEASTERN,Belair-Edison,1,39.31833,-76.56607
8284,NA,12/3/2014,3B,16:04:00,600 NORTH AVE,ROBBERY - STREET,,342,EASTERN,East Baltimore Midway,1,39.31149,-76.60888
8285,NA,12/3/2014,3B,16:11:00,0 N FRONT ST,ROBBERY - STREET,,211,SOUTHEASTERN,Jonestown,1,39.28999,-76.60534
8286,NA,12/3/2014,9S,1613,1300 E LANVALE ST,SHOOTING,FIREARM,343,EASTERN,Oliver,1,39.30939,-76.60081
8287,NA,12/3/2014,3CF,17:10:00,1300 E 25TH ST,ROBBERY - COMMERCIAL,FIREARM,342,NORTHEASTERN,East Baltimore Midway,1,39.3168,-76.59617
8288,NA,12/3/2014,4B,17:15:00,3600 BOWERS AV,AGG. ASSAULT,KNIFE,623,NORTHWESTERN,Grove Park,1,39.33653,-76.70595
8289,NA,12/3/2014,3AF,17:20:00,2700 E EAGER ST,ROBBERY - STREET,FIREARM,323,EASTERN,Madison-Eastend,1,39.30195,-76.5796
8290,NA,12/3/2014,4C,0:06:00,800 S CONKLING ST,AGG. ASSAULT,OTHER,232,SOUTHEASTERN,Canton,1,39.28349,-76.56698
8291,NA,12/3/2014,4C,0:15:00,1200 S CONKLING ST,AGG. ASSAULT,OTHER,232,SOUTHEASTERN,Canton,1,39.27934,-76.56672
8292,NA,12/3/2014,3K,3:00:00,6000 AMBERWOOD RD,ROBBERY - RESIDENCE,,443,NORTHEASTERN,Frankford,1,39.31654,-76.54324
8293,NA,12/3/2014,3K,3:25:00,2700 PRESBURY ST,ROBBERY - RESIDENCE,,723,WESTERN,Coppin Heights/Ash-Co-East,1,39.30732,-76.66192
8294,NA,12/3/2014,3B,4:14:00,1000 LEREW WY,ROBBERY - STREET,,433,NORTHEASTERN,Armistead Gardens,1,39.3046,-76.54941
8295,NA,12/3/2014,2A,5:42:49,200 S BETHEL ST,RAPE,OTHER,212,SOUTHEASTERN,Washington Hill,1,39.28937,-76.59479
8296,NA,12/3/2014,3JO,8:50:00,2400 PICKERING DR,ROBBERY - RESIDENCE,OTHER,423,NORTHEASTERN,Hamilton Hills,1,39.36967,-76.56392
8297,NA,12/3/2014,4C,9:15:00,100 W 29TH ST,AGG. ASSAULT,OTHER,512,NORTHERN,Charles Village,1,39.32307,-76.61952
8298,NA,12/3/2014,4A,10:26:00,400 MANSE CT,AGG. ASSAULT,FIREARM,123,CENTRAL,Upton,1,39.30218,-76.6259
8299,NA,12/3/2014,3AF,11:45:00,5800 CHINQUAPIN PW,ROBBERY - STREET,FIREARM,522,NORTHERN,Glen Oaks,1,39.36311,-76.59669
8300,NA,12/3/2014,3B,12:10:00,2500 GREENMOUNT AVE,ROBBERY - STREET,,513,NORTHERN,Harwood,1,39.31825,-76.6095
8301,NA,12/3/2014,3JF,12:21:00,600 N BENTALOU ST,ROBBERY - RESIDENCE,FIREARM,722,WESTERN,Midtown-Edmondson,1,39.29537,-76.65324
8302,NA,12/3/2014,4D,12:30:00,700 DRUID PK LAKE DR,AGG. ASSAULT,HANDS,133,CENTRAL,Reservoir Hill,1,39.31665,-76.63162
8303,NA,12/3/2014,4C,13:23:00,5600 WOODMONT AV,AGG. ASSAULT,OTHER,414,NORTHEASTERN,Woodbourne Heights,1,39.35893,-76.59092
8304,NA,12/3/2014,4B,14:10:00,6100 SHIPVIEW WY,AGG. ASSAULT,KNIFE,243,SOUTHEASTERN,O'Donnell Heights,1,39.27659,-76.54251
8305,NA,12/3/2014,4C,15:11:00,1000 EDMONDSON AV,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,1,39.29555,-76.63466
8306,NA,12/3/2014,4C,15:11:00,1000 EDMONDSON AV,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,1,39.29555,-76.63466
8307,NA,12/3/2014,4C,15:11:00,1000 EDMONDSON AV,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,1,39.29555,-76.63466
8308,NA,12/3/2014,4C,15:11:00,1000 EDMONDSON AV,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,1,39.29555,-76.63466
8309,NA,12/3/2014,4C,15:11:00,1000 EDMONDSON AV,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,1,39.29555,-76.63466
8310,NA,12/3/2014,4C,15:11:00,1000 EDMONDSON AV,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,1,39.29555,-76.63466
8311,NA,12/3/2014,4C,15:11:00,1000 EDMONDSON AV,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,1,39.29555,-76.63466
8312,NA,12/3/2014,4C,15:11:00,1000 EDMONDSON AV,AGG. ASSAULT,OTHER,713,WESTERN,Harlem Park,1,39.29555,-76.63466
8313,NA,12/3/2014,3AF,17:30:00,3300 BELAIR RD,ROBBERY - STREET,FIREARM,432,NORTHEASTERN,Belair-Edison,1,39.32171,-76.57357
8314,NA,12/3/2014,3AF,18:00:00,500 CUMBERLAND ST,ROBBERY - STREET,FIREARM,131,CENTRAL,Druid Heights,1,39.30993,-76.64082
8315,NA,12/3/2014,2A,18:31:13,1000 VINE ST,RAPE,OTHER,712,WESTERN,Poppleton,1,39.29044,-76.63468
8316,NA,12/3/2014,4C,21:36:00,1600 MONTPELIER ST,AGG. ASSAULT,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.32043,-76.59616
8317,NA,12/3/2014,4C,22:00:00,4000 ALTO RD,AGG. ASSAULT,OTHER,641,NORTHWESTERN,Windsor Hills,1,39.31691,-76.6829
8318,NA,12/4/2014,3AJF,1:30:00,2700 BARCLAY ST,ROBBERY - CARJACKING,FIREARM,513,NORTHERN,Harwood,1,39.32099,-76.61115
8319,NA,12/4/2014,4D,15:05:00,3000 THE ALAMEDA,AGG. ASSAULT,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.32531,-76.59387
8320,NA,12/4/2014,3D,15:53:00,3400 GREENMOUNT AV,ROBBERY - COMMERCIAL,,543,NORTHERN,Waverly,1,39.33039,-76.60941
8321,NA,12/4/2014,3CO,15:53:00,3400 GREENMOUNT AV,ROBBERY - COMMERCIAL,OTHER,543,NORTHERN,Waverly,1,39.33039,-76.60941
8322,NA,12/4/2014,3B,16:50:00,200 N HILTON ST,ROBBERY - STREET,,842,SOUTHWESTERN,Saint Josephs,1,39.28884,-76.67249
8323,NA,12/4/2014,3B,16:50:00,200 N HILTON ST,ROBBERY - STREET,,842,SOUTHWESTERN,Saint Josephs,1,39.28884,-76.67249
8324,NA,12/4/2014,3B,17:55:00,4500 BELAIR RD,ROBBERY - STREET,,422,NORTHEASTERN,Frankford,1,39.33071,-76.56214
8325,NA,12/4/2014,3B,18:20:00,3500 CLIFTMONT AV,ROBBERY - STREET,,432,NORTHEASTERN,Belair-Edison,1,39.31927,-76.56577
8326,NA,12/4/2014,3AF,20:24:00,800 MCKEAN AV,ROBBERY - STREET,FIREARM,722,WESTERN,Harlem Park,1,39.29799,-76.64676
8327,NA,12/4/2014,3AF,20:40:00,2500 E FAYETTE ST,ROBBERY - STREET,FIREARM,221,SOUTHEASTERN,McElderry Park,1,39.29444,-76.58196
8328,NA,12/5/2014,4B,0:00:00,1100 E CHASE ST,AGG. ASSAULT,KNIFE,311,EASTERN,Johnston Square,1,39.30296,-76.60203
8329,NA,12/5/2014,3AK,4:30:00,3800 BARRINGTON RD,ROBBERY - STREET,KNIFE,642,NORTHWESTERN,Callaway-Garrison,1,39.33092,-76.67965
8330,NA,12/5/2014,4D,11:30:00,2200 PINEWOOD AV,AGG. ASSAULT,HANDS,423,NORTHEASTERN,Hamilton Hills,1,39.36634,-76.57051
8331,NA,12/5/2014,4C,12:25:00,1300 W 36TH ST,AGG. ASSAULT,OTHER,531,NORTHERN,Hampden,1,39.33052,-76.63692
8332,NA,12/5/2014,4A,12:33:00,3000 WILKENS AV,AGG. ASSAULT,FIREARM,832,SOUTHWESTERN,Gwynns Falls,1,39.27592,-76.66514
8333,NA,12/5/2014,4D,14:00:00,500 JASPER ST,AGG. ASSAULT,HANDS,143,CENTRAL,Seton Hill,1,39.29499,-76.62199
8334,NA,12/5/2014,3B,14:40:00,5300 YORK RD,ROBBERY - STREET,,523,NORTHERN,Homeland,1,39.3544,-76.6099
8335,NA,12/5/2014,4C,15:20:00,1100 N FULTON AV,AGG. ASSAULT,OTHER,743,WESTERN,Sandtown-Winchester,1,39.30159,-76.64584
8336,NA,12/5/2014,3B,16:00:00,2000 E LANVALE ST,ROBBERY - STREET,,331,EASTERN,Broadway East,1,39.30983,-76.58978
8337,NA,12/5/2014,3AK,17:45:00,3300 THE ALAMEDA,ROBBERY - STREET,KNIFE,412,NORTHEASTERN,Ednor Gardens-Lakeside,1,39.32856,-76.59539
8338,NA,12/5/2014,3AF,17:53:00,3500 WOODBROOK AV,ROBBERY - STREET,FIREARM,732,WESTERN,Parkview/Woodbrook,1,39.31822,-76.65086
8339,NA,12/5/2014,3B,19:06:00,300 N MLK JR BD,ROBBERY - STREET,,121,CENTRAL,University Of Maryland,1,39.2929,-76.62762
8340,NA,12/5/2014,3AF,19:22:00,6100 PARK HEIGHTS AV,ROBBERY - STREET,FIREARM,632,NORTHWESTERN,Cross Country,1,39.35747,-76.69152
8341,NA,12/5/2014,3AF,20:40:00,3400 W FOREST PARK AV,ROBBERY - STREET,FIREARM,642,NORTHWESTERN,Forest Park,1,39.32378,-76.67381
8342,NA,12/5/2014,3AF,20:45:00,3300 ELGIN AV,ROBBERY - STREET,FIREARM,811,SOUTHWESTERN,Walbrook,1,39.31313,-76.67294
8343,NA,12/5/2014,3B,21:00:00,100 N HIGHLAND AV,ROBBERY - STREET,,222,SOUTHEASTERN,Patterson Park Neighborhood,1,39.29369,-76.56953
8344,NA,12/5/2014,3AF,22:05:00,1600 E BIDDLE ST,ROBBERY - STREET,FIREARM,343,EASTERN,Oliver,1,39.30426,-76.59601
8345,NA,12/6/2014,4D,2:00:00,3900 LIBERTY HGTS AV,AGG. ASSAULT,HANDS,621,NORTHWESTERN,Dorchester,1,39.32744,-76.68259
8346,NA,12/6/2014,3AJF,3:10:00,700 N FULTON AV,ROBBERY - CARJACKING,FIREARM,722,WESTERN,Harlem Park,1,39.29662,-76.64577
8347,NA,12/6/2014,4C,9:00:00,4300 BERGER AV,AGG. ASSAULT,OTHER,444,NORTHEASTERN,Frankford,1,39.33883,-76.54612
8348,NA,12/6/2014,4D,10:00:00,200 S CALHOUN ST,AGG. ASSAULT,HANDS,935,SOUTHERN,New Southwest/Mount Clare,1,39.28503,-76.63939
8349,NA,12/6/2014,4A,14:18:00,3100 BAKER ST,AGG. ASSAULT,FIREARM,813,SOUTHWESTERN,Rosemont,1,39.30585,-76.66936
8350,NA,12/6/2014,9S,1418,3100 BAKER ST,SHOOTING,FIREARM,813,SOUTHWESTERN,Rosemont,1,39.30585,-76.66936
8351,NA,12/6/2014,4C,15:00:00,2600 DULANY ST,AGG. ASSAULT,OTHER,841,SOUTHWESTERN,Millhill,1,39.27937,-76.65861
8352,NA,12/6/2014,3AF,17:30:00,1800 APPLETON ST,ROBBERY - STREET,FIREARM,741,WESTERN,Easterwood,1,39.30928,-76.64897
8353,NA,12/6/2014,3B,18:00:00,1600 E EAGER ST,ROBBERY - STREET,,313,EASTERN,Gay Street,1,39.30183,-76.59623
8354,NA,12/6/2014,4C,20:52:00,700 N KENWOOD AV,AGG. ASSAULT,OTHER,323,EASTERN,Madison-Eastend,1,39.29938,-76.57812
8355,NA,12/6/2014,3CF,21:25:00,500 W COLD SPRING LA,ROBBERY - COMMERCIAL,FIREARM,541,NORTHERN,Keswick,1,39.34453,-76.63117
8356,NA,12/6/2014,4C,21:27:00,1200 COCHRAN AV,AGG. ASSAULT,OTHER,414,NORTHEASTERN,Woodbourne Heights,1,39.35647,-76.59427
8357,NA,12/6/2014,3CF,21:50:00,3100 WILKENS AV,ROBBERY - COMMERCIAL,FIREARM,832,SOUTHWESTERN,Gwynns Falls,1,39.27507,-76.66768
8358,NA,12/6/2014,4A,22:05:00,1600 SPRAY CT,AGG. ASSAULT,FIREARM,742,WESTERN,Sandtown-Winchester,1,39.30608,-76.64467
8359,NA,12/6/2014,4C,22:12:00,1200 JAMES ST,AGG. ASSAULT,OTHER,932,SOUTHERN,Washington Village/Pigtown,1,39.28217,-76.63541
8360,NA,12/6/2014,4C,22:12:00,1200 JAMES ST,AGG. ASSAULT,OTHER,932,SOUTHERN,Washington Village/Pigtown,1,39.28217,-76.63541
8361,NA,12/7/2014,4B,0:00:00,5300 NELSON AV,AGG. ASSAULT,KNIFE,633,NORTHWESTERN,Arlington,1,39.34742,-76.6845
8362,NA,12/7/2014,4B,2:05:00,400 E BALTIMORE ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,1,39.28977,-76.60985
8363,NA,12/7/2014,3K,2:33:00,6100 BOSTON ST,ROBBERY - RESIDENCE,,243,SOUTHEASTERN,O'Donnell Heights,1,39.27802,-76.54264
8364,NA,12/7/2014,4B,8:35:00,4600 EASTERN AV,AGG. ASSAULT,KNIFE,242,SOUTHEASTERN,Greektown,1,39.28703,-76.5572
8365,NA,12/7/2014,4D,8:35:00,4600 EASTERN AV,AGG. ASSAULT,HANDS,242,SOUTHEASTERN,Greektown,1,39.28703,-76.5572
8366,NA,12/7/2014,3AK,8:35:00,4600 EASTERN AV,ROBBERY - STREET,KNIFE,242,SOUTHEASTERN,Greektown,1,39.28703,-76.5572
8367,NA,12/7/2014,4D,9:50:00,6500 ARMSTRONG AV,AGG. ASSAULT,HANDS,631,NORTHWESTERN,Reisterstown Station,1,39.35204,-76.70845
8368,NA,12/7/2014,3AF,10:30:00,5600 PRICE AVE,ROBBERY - STREET,FIREARM,632,NORTHWESTERN,Glen,1,39.34976,-76.69039
8369,NA,12/7/2014,4B,12:07:00,2200 GARRISON BD,AGG. ASSAULT,KNIFE,812,SOUTHWESTERN,Mount Holly,1,39.31142,-76.67516
8370,NA,12/7/2014,4C,12:20:00,2900 VIOLET AV,AGG. ASSAULT,OTHER,612,NORTHWESTERN,Park Circle,1,39.32954,-76.66244
8371,NA,12/7/2014,4C,12:20:00,2900 VIOLET AV,AGG. ASSAULT,OTHER,612,NORTHWESTERN,Park Circle,1,39.32954,-76.66244
8372,NA,12/7/2014,3AF,13:35:00,1100 N STRICKER ST,ROBBERY - STREET,FIREARM,743,WESTERN,Sandtown-Winchester,1,39.30129,-76.64172
8373,NA,12/7/2014,3AF,15:30:00,300 E MADISON ST,ROBBERY - STREET,FIREARM,312,EASTERN,Penn-Fallsway,1,39.29883,-76.61042
8374,NA,12/7/2014,4B,17:20:00,6500 ROSEMONT AV,AGG. ASSAULT,KNIFE,425,NORTHEASTERN,Rosemont East,1,39.35383,-76.53442
8375,NA,12/7/2014,1F,1852,500 EDGEWOOD ST,HOMICIDE,FIREARM,843,SOUTHWESTERN,Allendale,1,39.29285,-76.67551
8376,NA,12/7/2014,4A,19:17:00,900 DESOTO RD,AGG. ASSAULT,FIREARM,832,SOUTHWESTERN,Wilhelm Park,1,39.27382,-76.6668
8377,NA,12/7/2014,3D,19:45:00,200 S HIGHLAND AV,ROBBERY - COMMERCIAL,,231,SOUTHEASTERN,Highlandtown,1,39.28887,-76.56921
8378,NA,12/7/2014,4C,21:00:00,3800 RAVENWOOD AVE,AGG. ASSAULT,OTHER,432,NORTHEASTERN,Belair-Edison,1,39.31573,-76.56328
8379,NA,12/7/2014,3JF,21:15:00,800 N BENTALOU ST,ROBBERY - RESIDENCE,FIREARM,722,WESTERN,Midtown-Edmondson,1,39.29745,-76.65335
8380,NA,12/7/2014,3CF,21:41:00,5100 LIBERTY HGTS AV,ROBBERY - COMMERCIAL,FIREARM,622,NORTHWESTERN,Howard Park,1,39.33302,-76.70073
8381,NA,12/7/2014,3AF,22:55:00,1700 W NORTH AVE,ROBBERY - STREET,FIREARM,742,WESTERN,Sandtown-Winchester,1,39.30989,-76.64591
8382,NA,12/8/2014,3AJF,14:40:00,3800 PENHURST AV,ROBBERY - CARJACKING,FIREARM,643,NORTHWESTERN,Dolfield,1,39.33803,-76.67949
8383,NA,12/8/2014,4A,15:08:00,5300 FRANKFORD AV,AGG. ASSAULT,FIREARM,444,NORTHEASTERN,Frankford,1,39.32441,-76.54079
8384,NA,12/8/2014,4A,15:08:00,5300 FRANKFORD AV,AGG. ASSAULT,FIREARM,444,NORTHEASTERN,Frankford,1,39.32441,-76.54079
8385,NA,12/8/2014,4B,0:00:00,AV & ROKEBY RD,AGG. ASSAULT,KNIFE,822,SOUTHWESTERN,Rognel Heights,1,39.29672,-76.69156
8386,NA,12/8/2014,4B,0:15:00,400 SWANN AV,AGG. ASSAULT,KNIFE,822,SOUTHWESTERN,Uplands,1,39.29051,-76.69439
8387,NA,12/8/2014,4B,1:15:00,4700 BEAUFORT AV,AGG. ASSAULT,KNIFE,614,NORTHWESTERN,Central Park Heights,1,39.34345,-76.67404
8388,NA,12/8/2014,4B,3:05:00,3500 COTTAGE AV,AGG. ASSAULT,KNIFE,612,NORTHWESTERN,Park Circle,1,39.32887,-76.65767
