,crimeCaseNumber,CrimeDate,CrimeCode,CrimeTime,Location,Description,Weapon,Post,District,Neighborhood,counter,lat,long
1,NA,1/1/2014,4C,5:49:00,1800 W LEXINGTON ST,AGG. ASSAULT,OTHER,711,WESTERN,Franklin Square,1,39.29062,-76.64625
2,NA,1/1/2014,4B,5:52:00,2200 GOUGH ST,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Upper Fells Point,1,39.28798,-76.58586
3,NA,1/1/2014,4B,5:52:00,2200 GOUGH ST,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Upper Fells Point,1,39.28798,-76.58586
4,NA,1/1/2014,4B,5:52:00,2200 GOUGH ST,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Upper Fells Point,1,39.28798,-76.58586
5,NA,1/1/2014,4B,5:52:00,2200 GOUGH ST,AGG. ASSAULT,KNIFE,212,SOUTHEASTERN,Upper Fells Point,1,39.28798,-76.58586
6,NA,1/1/2014,3CF,6:10:00,1900 EDMONDSON AV,ROBBERY - COMMERCIAL,FIREARM,722,WESTERN,Midtown-Edmondson,1,39.29512,-76.64744
7,NA,1/1/2014,4A,6:30:00,2500 W LOMBARD ST,AGG. ASSAULT,FIREARM,842,SOUTHWESTERN,Shipley Hill,1,39.28577,-76.65681
8,NA,1/1/2014,4D,7:30:00,6600 GARY AV,AGG. ASSAULT,HANDS,243,SOUTHEASTERN,Graceland Park,1,39.28,-76.53551
9,NA,1/1/2014,3AF,8:35:00,4500 EASTERN AV,ROBBERY - STREET,FIREARM,242,SOUTHEASTERN,Greektown,1,39.2872,-76.55803
10,NA,1/1/2014,4B,1:00:00,1200 UNION AV,AGG. ASSAULT,KNIFE,531,NORTHERN,Hampden,1,39.33312,-76.63616
11,NA,1/1/2014,4B,1:00:00,1200 UNION AV,AGG. ASSAULT,KNIFE,531,NORTHERN,Hampden,1,39.33312,-76.63616
12,NA,1/1/2014,4D,1:39:00,200 N CHARLES ST,AGG. ASSAULT,HANDS,111,CENTRAL,Downtown,1,39.29177,-76.61525
13,NA,1/1/2014,4C,2:30:00,600 N LUZERNE AV,AGG. ASSAULT,OTHER,221,SOUTHEASTERN,McElderry Park,1,39.29822,-76.58087
14,NA,1/1/2014,4C,2:41:00,OLDHAM ST,AGG. ASSAULT,OTHER,242,SOUTHEASTERN,Greektown,1,39.28665,-76.5558
15,NA,1/1/2014,4C,2:41:00,OLDHAM ST,AGG. ASSAULT,OTHER,242,SOUTHEASTERN,Greektown,1,39.28665,-76.5558
16,NA,1/1/2014,4C,3:00:00,1400 COOKSIE ST,AGG. ASSAULT,OTHER,943,SOUTHERN,Locust Point,1,39.26977,-76.59254
17,NA,1/1/2014,3AF,3:30:00,100 E NORTH AV,ROBBERY - STREET,FIREARM,141,CENTRAL,Barclay,1,39.31126,-76.61478
18,NA,1/1/2014,4C,3:30:00,6500 ARMSTRONG AVE,AGG. ASSAULT,OTHER,631,NORTHWESTERN,Reisterstown Station,1,39.35204,-76.70845
19,NA,1/1/2014,4D,3:47:00,4100 ST GEORGES AV,AGG. ASSAULT,HANDS,542,NORTHERN,Pen Lucy,1,39.34089,-76.60119
20,NA,1/1/2014,2A,12:02:48,500 N CLINTON ST,RAPE,OTHER,224,SOUTHEASTERN,Ellwood Park/Monument,1,39.29739,-76.5707
21,NA,1/1/2014,3K,12:09:00,4000 BAREVA RD,ROBBERY - RESIDENCE,,643,NORTHWESTERN,East Arlington,1,39.33422,-76.67116
22,NA,1/1/2014,3AF,15:25:00,2500 PENNSYLVANIA AV,ROBBERY - STREET,FIREARM,733,WESTERN,Penn North,1,39.31033,-76.64277
23,NA,1/1/2014,3N,15:35:00,1600 COLE ST,ROBBERY - STREET,OTHER,935,SOUTHERN,New Southwest/Mount Clare,1,39.2822,-76.6429
24,NA,1/1/2014,1F,1520,3900 EDMONDSON AV,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edmondson Village,1,39.2939,-76.68127
25,NA,1/1/2014,1F,1520,3900 EDMONDSON AV,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edmondson Village,1,39.2939,-76.68127
26,NA,1/1/2014,3NF,17:15:00,2100 TUCKER LA,ROBBERY - STREET,FIREARM,821,SOUTHWESTERN,Wakefield,1,39.3099,-76.70143
27,NA,1/1/2014,4A,17:35:00,5100 QUEENSBERRY AV,AGG. ASSAULT,FIREARM,614,NORTHWESTERN,Central Park Heights,1,39.35002,-76.67193
28,NA,1/1/2014,9S,1738,5100 QUEENSBERRY AV,SHOOTING,FIREARM,614,NORTHWESTERN,Central Park Heights,1,39.3506,-76.67228
29,NA,1/1/2014,3D,18:16:00,200 E PRATT ST,ROBBERY - COMMERCIAL,,112,CENTRAL,Inner Harbor,1,39.28659,-76.61204
30,NA,1/1/2014,3B,18:30:00,900 N CAROLINE ST,ROBBERY - STREET,,313,EASTERN,Gay Street,1,39.3005,-76.59778
31,NA,1/1/2014,4C,19:25:00,3800 BOARMAN AV,AGG. ASSAULT,OTHER,642,NORTHWESTERN,Callaway-Garrison,1,39.33442,-76.68075
32,NA,1/1/2014,3AF,20:30:00,300 BLOOM ST,ROBBERY - STREET,FIREARM,132,CENTRAL,Madison Park,1,39.30976,-76.6344
33,NA,1/1/2014,2A,21:39:54,1000 W 38TH ST,RAPE,OTHER,531,NORTHERN,Hampden,1,39.33417,-76.63375
34,NA,1/1/2014,4B,22:03:00,200 HARMISON ST,AGG. ASSAULT,KNIFE,934,SOUTHERN,Carrollton Ridge,1,39.28467,-76.64921
35,NA,1/1/2014,4A,22:03:00,900 S CATON AV,AGG. ASSAULT,FIREARM,832,SOUTHWESTERN,Violetville,1,39.27355,-76.67137
36,NA,1/1/2014,4A,22:03:00,900 S CATON AV,AGG. ASSAULT,FIREARM,832,SOUTHWESTERN,Violetville,1,39.27355,-76.67137
37,NA,1/1/2014,4A,22:31:00,5900 EDNA AV,AGG. ASSAULT,FIREARM,425,NORTHEASTERN,Glenham-Belhar,1,39.35422,-76.55507
38,NA,1/1/2014,9S,2231,5900 EDNA AV,SHOOTING,FIREARM,425,NORTHEASTERN,Glenham-Belhar,1,39.35422,-76.55507
39,NA,1/1/2014,3B,23:30:00,900 E LOMBARD ST,ROBBERY - STREET,,211,SOUTHEASTERN,Jonestown,1,39.28894,-76.6031
40,NA,1/2/2014,3AF,18:20:00,2900 KIRK AV,ROBBERY - STREET,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.32583,-76.59436
41,NA,1/2/2014,1F,1810,4300 SHAMROCK AV,HOMICIDE,FIREARM,442,NORTHEASTERN,Belair-Edison,1,39.32688,-76.56356
42,NA,1/2/2014,3AK,0:59:00,800 E BALTIMORE ST,ROBBERY - STREET,KNIFE,211,SOUTHEASTERN,Jonestown,1,39.2901,-76.60524
43,NA,1/2/2014,4B,1:01:00,3900 BELAIR RD,AGG. ASSAULT,KNIFE,422,NORTHEASTERN,Herring Run Park,1,39.32582,-76.56832
44,NA,1/2/2014,3K,10:38:00,200 MASON CT,ROBBERY - RESIDENCE,,211,SOUTHEASTERN,Perkins Homes,1,39.28782,-76.59583
45,NA,1/2/2014,3H,11:50:00,600 E PATAPSCO AV,ROBBERY - COMMERCIAL,,913,SOUTHERN,Brooklyn,1,39.23606,-76.60161
46,NA,1/2/2014,4A,13:07:00,1700 GERTRUDE ST,AGG. ASSAULT,FIREARM,813,SOUTHWESTERN,Northwest Community Action,1,39.3073,-76.66469
47,NA,1/2/2014,2A,13:10:37,3500 HILLEN RD,RAPE,OTHER,412,NORTHEASTERN,Ednor Gardens-Lakeside,1,39.33255,-76.58896
48,NA,1/2/2014,4C,14:00:00,1600 MALVERN ST,AGG. ASSAULT,OTHER,243,SOUTHEASTERN,Broening Manor,1,39.27381,-76.53397
49,NA,1/2/2014,2A,14:36:34,1300 W LAFAYETTE AV,RAPE,OTHER,743,WESTERN,Sandtown-Winchester,1,39.29904,-76.63942
50,NA,1/2/2014,3B,16:00:00,0 W BALTIMORE ST,ROBBERY - STREET,,111,CENTRAL,Downtown,1,39.28954,-76.61533
51,NA,1/2/2014,1F,2115,1800 N Patterson Park Av,HOMICIDE,FIREARM,331,EASTERN,Broadway East,1,39.31106,-76.58591
52,NA,1/2/2014,1F,2115,1800 N Patterson Park Av,HOMICIDE,FIREARM,331,EASTERN,Broadway East,1,39.31106,-76.58591
53,NA,1/2/2014,3BJ,22:24:00,3600 GLEN AV,ROBBERY - CARJACKING,,632,NORTHWESTERN,Glen,1,39.35489,-76.68988
54,NA,1/2/2014,3AF,22:25:00,3200 ABELL AVE,ROBBERY - STREET,FIREARM,513,NORTHERN,Abell,1,39.32724,-76.61214
55,NA,1/2/2014,4A,22:25:00,3200 ABELL AVE,AGG. ASSAULT,FIREARM,513,NORTHERN,Abell,1,39.32724,-76.61214
56,NA,1/2/2014,4D,23:00:00,33RD ST & HILLEN RD,AGG. ASSAULT,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.3283,-76.58932
57,NA,1/2/2014,4C,23:00:00,4400 FOREST VIEW AV,AGG. ASSAULT,OTHER,445,NORTHEASTERN,Cedmont,1,39.34996,-76.53238
58,NA,1/3/2014,4C,1:00:00,400 E 27TH ST,AGG. ASSAULT,OTHER,513,NORTHERN,Harwood,1,39.3209,-76.60999
59,NA,1/3/2014,4C,1:00:00,400 E 27TH ST,AGG. ASSAULT,OTHER,513,NORTHERN,Harwood,1,39.3209,-76.60999
60,NA,1/3/2014,4C,3:00:00,3800 WOODBINE AV,AGG. ASSAULT,OTHER,622,NORTHWESTERN,Howard Park,1,39.33645,-76.6948
61,NA,1/3/2014,3B,8:50:00,2200 HERBERT ST,ROBBERY - STREET,,731,WESTERN,Mondawmin,1,39.3102,-76.6529
62,NA,1/3/2014,4B,10:00:00,0 W 20TH ST,AGG. ASSAULT,KNIFE,141,NORTHERN,Charles North,1,39.31218,-76.61703
63,NA,1/3/2014,4C,12:00:00,4200 CRAWFORD AV,AGG. ASSAULT,OTHER,623,NORTHWESTERN,Grove Park,1,39.34131,-76.70332
64,NA,1/3/2014,3K,12:00:00,1400 LIMIT AV,ROBBERY - RESIDENCE,,414,NORTHEASTERN,Idlewood,1,39.37122,-76.58451
65,NA,1/3/2014,4C,14:00:00,4000 GLENGYLE AV,AGG. ASSAULT,OTHER,631,NORTHWESTERN,Fallstaff,1,39.36364,-76.71058
66,NA,1/3/2014,4B,14:00:00,2000 BURNWOOD RD,AGG. ASSAULT,KNIFE,415,NORTHEASTERN,Perring Loch,1,39.35261,-76.58096
67,NA,1/3/2014,4A,14:32:00,1800 W FAYETTE ST,AGG. ASSAULT,FIREARM,711,WESTERN,Franklin Square,1,39.28952,-76.64635
68,NA,1/3/2014,4C,14:45:00,2000 E BALTIMORE ST,AGG. ASSAULT,OTHER,212,SOUTHEASTERN,Butcher's Hill,1,39.29172,-76.58811
69,NA,1/3/2014,9S,1432,1800 W FAYETTE ST,SHOOTING,FIREARM,711,WESTERN,Franklin Square,1,39.28956,-76.64538
70,NA,1/3/2014,3AF,16:11:00,100 W 21ST ST,ROBBERY - STREET,FIREARM,514,NORTHERN,Charles North,1,39.31318,-76.61877
71,NA,1/3/2014,1F,1726,1700 ASHBURTON ST,HOMICIDE,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,1,39.30747,-76.66218
72,NA,1/3/2014,4C,18:51:00,2500 W PATAPSCO AV,AGG. ASSAULT,OTHER,923,SOUTHERN,Lakeland,1,39.25235,-76.65093
73,NA,1/3/2014,3D,18:55:00,500 S COLLINGTON AV,ROBBERY - COMMERCIAL,,232,SOUTHEASTERN,Canton,1,39.28584,-76.58588
74,NA,1/3/2014,4A,21:09:00,3800 S HANOVER ST,AGG. ASSAULT,FIREARM,913,SOUTHERN,Brooklyn,1,39.23661,-76.61054
75,NA,1/4/2014,3AF,22:30:00,3600 HAYWARD AV,ROBBERY - STREET,FIREARM,633,NORTHWESTERN,Arlington,1,39.34812,-76.68169
76,NA,1/4/2014,3AF,22:35:00,1700 N CAREY ST,ROBBERY - STREET,FIREARM,742,WESTERN,Sandtown-Winchester,1,39.3087,-76.64265
77,NA,1/4/2014,4C,1:15:00,4200 IVANHOE AV,AGG. ASSAULT,OTHER,542,NORTHERN,Pen Lucy,1,39.34127,-76.60443
78,NA,1/4/2014,3CF,1:17:00,6700 BRENTWOOD AV,ROBBERY - COMMERCIAL,FIREARM,243,SOUTHEASTERN,Graceland Park,1,39.27273,-76.53055
79,NA,1/4/2014,4C,3:14:00,400 N BRADFORD ST,AGG. ASSAULT,OTHER,221,SOUTHEASTERN,McElderry Park,1,39.29614,-76.58429
80,NA,1/4/2014,4B,3:20:00,2500 W BALTIMORE ST,AGG. ASSAULT,KNIFE,842,SOUTHWESTERN,Shipley Hill,1,39.28775,-76.65671
81,NA,1/4/2014,4D,3:30:00,3600 PULASKI HW,AGG. ASSAULT,HANDS,333,EASTERN,Orangeville,1,39.29634,-76.56761
82,NA,1/4/2014,4D,4:00:00,1300 RUSSELL ST,AGG. ASSAULT,HANDS,941,SOUTHERN,Carroll - Camden Industrial Area,1,39.27648,-76.62549
83,NA,1/4/2014,4D,11:00:00,300 FOLCROFT ST,AGG. ASSAULT,HANDS,241,SOUTHEASTERN,Bayview,1,39.28952,-76.54191
84,NA,1/4/2014,4C,12:50:00,300 FURROW ST,AGG. ASSAULT,OTHER,841,SOUTHWESTERN,Carrollton Ridge,1,39.28373,-76.65195
85,NA,1/4/2014,4B,14:55:00,2700 SPELMAN RD,AGG. ASSAULT,KNIFE,922,SOUTHERN,Cherry Hill,1,39.24772,-76.62897
86,NA,1/4/2014,4A,16:00:00,0 S CONKLING ST,AGG. ASSAULT,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,1,39.29215,-76.56755
87,NA,1/4/2014,3AF,16:30:00,1300 E COLD SPRING LA,ROBBERY - STREET,FIREARM,413,NORTHEASTERN,New Northwood,1,39.34532,-76.59517
88,NA,1/4/2014,4C,16:40:00,3600 COOLIDGE AV,AGG. ASSAULT,OTHER,832,SOUTHWESTERN,Violetville,1,39.26777,-76.67834
89,NA,1/4/2014,4B,16:48:00,4900 EDGEMERE AV,AGG. ASSAULT,KNIFE,614,NORTHWESTERN,Central Park Heights,1,39.34537,-76.67524
90,NA,1/4/2014,4B,16:50:00,2900 RIGGS AVE,AGG. ASSAULT,KNIFE,814,SOUTHWESTERN,Franklintown Road,1,39.30018,-76.66613
91,NA,1/4/2014,4B,16:50:00,2900 RIGGS AVE,AGG. ASSAULT,KNIFE,814,SOUTHWESTERN,Franklintown Road,1,39.30018,-76.66613
92,NA,1/4/2014,4B,18:10:00,1600 COLE ST,AGG. ASSAULT,KNIFE,935,SOUTHERN,New Southwest/Mount Clare,1,39.28222,-76.64239
93,NA,1/4/2014,3AF,18:40:00,200 E UNIVERSITY PW,ROBBERY - STREET,FIREARM,512,NORTHERN,Charles Village,1,39.3307,-76.61496
94,NA,1/4/2014,3K,18:50:00,800 E 43RD ST,ROBBERY - RESIDENCE,,524,NORTHERN,Wilson Park,1,39.34234,-76.60467
95,NA,1/4/2014,3P,20:00:00,6500 REISTERSTOWN RD BAL,ROBBERY - STREET,,631,NORTHWESTERN,Reisterstown Station,1,39.35627,-76.7027
96,NA,1/4/2014,3AF,21:45:00,2600 ROUND RD,ROBBERY - STREET,FIREARM,922,SOUTHERN,Cherry Hill,1,39.24981,-76.62812
97,NA,1/4/2014,3AF,22:30:00,3600 HAYWARD AV,ROBBERY - STREET,FIREARM,633,NORTHWESTERN,Arlington,1,39.34812,-76.68169
98,NA,1/5/2014,4D,0:30:00,5600 LOCH RAVEN BLVD,AGG. ASSAULT,HANDS,415,NORTHEASTERN,Loch Raven,1,39.35952,-76.58856
99,NA,1/5/2014,4C,1:55:00,1300 S PONCA ST,AGG. ASSAULT,OTHER,233,SOUTHEASTERN,Canton Industrial Area,1,39.27886,-76.55441
100,NA,1/5/2014,4D,2:23:00,4400 PRUDENCE ST,AGG. ASSAULT,HANDS,911,SOUTHERN,Curtis Bay,1,39.22558,-76.59158
101,NA,1/5/2014,4B,2:31:00,100 W BALTIMORE ST,AGG. ASSAULT,KNIFE,111,CENTRAL,Downtown,1,39.28949,-76.6166
102,NA,1/5/2014,4A,3:45:00,2500 N CALVERT ST,AGG. ASSAULT,FIREARM,512,NORTHERN,Charles Village,1,39.319,-76.61433
103,NA,1/5/2014,3JF,8:30:00,2900 HURON ST,ROBBERY - RESIDENCE,FIREARM,923,SOUTHERN,Lakeland,1,39.25697,-76.64893
104,NA,1/5/2014,3P,10:28:00,0 W BALTIMORE ST,ROBBERY - STREET,,111,CENTRAL,Downtown,1,39.28954,-76.61548
105,NA,1/5/2014,4C,11:50:00,1300 BANK ST,AGG. ASSAULT,OTHER,211,SOUTHEASTERN,Little Italy,1,39.28638,-76.59919
106,NA,1/5/2014,3BJ,14:45:00,200 S ELLWOOD AV,ROBBERY - CARJACKING,,231,SOUTHEASTERN,Highlandtown,1,39.28945,-76.5731
107,NA,1/5/2014,3AF,15:50:00,3400 W CATON AV,ROBBERY - STREET,FIREARM,842,SOUTHWESTERN,Saint Josephs,1,39.28643,-76.67385
108,NA,1/5/2014,4A,16:30:00,900 KEVIN RD,AGG. ASSAULT,FIREARM,822,SOUTHWESTERN,Rognel Heights,1,39.29721,-76.68824
109,NA,1/5/2014,4B,16:50:00,1300 FEDERAL ST,AGG. ASSAULT,KNIFE,343,EASTERN,Oliver,1,39.30828,-76.60044
110,NA,1/5/2014,9S,1630,900 KEVIN RD,SHOOTING,FIREARM,822,SOUTHWESTERN,Rognel Heights,1,39.29708,-76.68815
111,NA,1/5/2014,3AF,18:37:00,2100 ST PAUL ST,ROBBERY - STREET,FIREARM,514,NORTHERN,Charles North,1,39.31351,-76.61514
112,NA,1/5/2014,3AF,18:37:00,2100 ST PAUL ST,ROBBERY - STREET,FIREARM,514,NORTHERN,Charles North,1,39.31351,-76.61514
113,NA,1/5/2014,3AF,19:32:00,3600 REISTERSTOWN RD,ROBBERY - STREET,FIREARM,612,NORTHWESTERN,Park Circle,1,39.32895,-76.66034
114,NA,1/5/2014,4A,19:41:00,1500 MYRTLE AV,AGG. ASSAULT,FIREARM,123,CENTRAL,Upton,1,39.30113,-76.63518
115,NA,1/5/2014,9S,1940,1500 MYRTLE AV,SHOOTING,FIREARM,123,CENTRAL,Upton,1,39.30061,-76.63462
116,NA,1/5/2014,3AF,20:25:00,4400 MAPLE SHADE DR,ROBBERY - STREET,FIREARM,433,NORTHEASTERN,Orchard Ridge,1,39.31142,-76.55799
117,NA,1/5/2014,3AF,20:55:00,800 EASTERN AV,ROBBERY - STREET,FIREARM,211,SOUTHEASTERN,Little Italy,1,39.2852,-76.6027
118,NA,1/5/2014,3AF,21:25:00,4000 EDGEWOOD RD,ROBBERY - STREET,FIREARM,643,NORTHWESTERN,East Arlington,1,39.33269,-76.66791
119,NA,1/5/2014,3AF,22:10:00,5600 LOCH RAVEN BD,ROBBERY - STREET,FIREARM,415,NORTHEASTERN,Loch Raven,1,39.35952,-76.58856
120,NA,1/5/2014,3AJF,22:23:00,400 S ROBINSON ST,ROBBERY - CARJACKING,FIREARM,231,SOUTHEASTERN,Highlandtown,1,39.28722,-76.57226
121,NA,1/5/2014,3AO,23:45:00,600 N SCHROEDER ST,ROBBERY - STREET,OTHER,713,WESTERN,Harlem Park,1,39.29565,-76.63422
122,NA,1/6/2014,1F,1632,3600 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,643,NORTHWESTERN,Ashburton,1,39.32575,-76.67665
123,NA,1/6/2014,4A,4:00:00,200 ATHOLGATE LA,AGG. ASSAULT,FIREARM,823,SOUTHWESTERN,Ten Hills,1,39.28554,-76.69689
124,NA,1/6/2014,3AO,4:00:00,2500 CYLBURN AV,ROBBERY - STREET,OTHER,532,NORTHERN,Levindale,1,39.35081,-76.66209
125,NA,1/6/2014,3JF,11:00:00,700 MELLO CT,ROBBERY - RESIDENCE,FIREARM,313,EASTERN,Gay Street,1,39.29857,-76.59799
126,NA,1/6/2014,4D,12:21:00,3900 DOLFIELD AV,AGG. ASSAULT,HANDS,643,NORTHWESTERN,Dolfield,1,39.33968,-76.68182
127,NA,1/6/2014,2A,14:04:36,900 SPANGLER WY,RAPE,OTHER,433,NORTHEASTERN,Armistead Gardens,1,39.30277,-76.54943
128,NA,1/6/2014,3P,15:25:00,100 CENTRAL AVE,ROBBERY - STREET,,212,SOUTHEASTERN,Dunbar-Broadway,1,39.29273,-76.59959
129,NA,1/6/2014,3B,15:30:00,3400 REISTERSTOWN RD,ROBBERY - STREET,,612,NORTHWESTERN,Park Circle,1,39.32651,-76.65854
130,NA,1/6/2014,3AF,18:09:00,2600 HAMPDEN AV,ROBBERY - STREET,FIREARM,511,NORTHERN,Remington,1,39.31879,-76.62295
131,NA,1/6/2014,1F,1948,3000 OAKFORD AV,HOMICIDE,FIREARM,532,NORTHERN,Parklane,1,39.34142,-76.66444
132,NA,1/6/2014,3AF,20:25:00,1300 DIVISION ST,ROBBERY - STREET,FIREARM,123,CENTRAL,Upton,1,39.30124,-76.62973
133,NA,1/6/2014,2A,20:32:51,1100 WEBB CT,RAPE,OTHER,312,EASTERN,Oldtown,1,39.30064,-76.60266
134,NA,1/6/2014,3B,22:18:00,1700 EASTERN AV,ROBBERY - STREET,,213,SOUTHEASTERN,Fells Point,1,39.28559,-76.59257
135,NA,1/6/2014,4B,23:13:00,600 S ANN ST,AGG. ASSAULT,KNIFE,213,SOUTHEASTERN,Fells Point,1,39.28447,-76.59128
136,NA,1/7/2014,4D,14:40:00,5600 MCCLEAN BD,AGG. ASSAULT,HANDS,423,NORTHEASTERN,Hamilton Hills,1,39.35822,-76.56902
137,NA,1/7/2014,4C,16:20:00,2700 CARVER RD,AGG. ASSAULT,OTHER,922,SOUTHERN,Cherry Hill,1,39.24786,-76.6263
138,NA,1/7/2014,3AO,17:40:00,4600 REISTERSTOWN RD,ROBBERY - STREET,OTHER,614,NORTHWESTERN,Central Park Heights,1,39.34063,-76.6724
139,NA,1/7/2014,3CO,18:30:00,1200 E LAFAYETTE AV,ROBBERY - COMMERCIAL,OTHER,343,EASTERN,Oliver,1,39.3104,-76.6021
140,NA,1/7/2014,3B,20:50:00,200 BEALE CT,ROBBERY - STREET,,212,SOUTHEASTERN,Dunbar-Broadway,1,39.29373,-76.59561
141,NA,1/7/2014,4D,23:45:00,5600 LOCH RAVEN BD,AGG. ASSAULT,HANDS,415,NORTHEASTERN,Loch Raven,1,39.35952,-76.58856
142,NA,1/7/2014,2A,23:53:41,3300 PULASKI HW,RAPE,OTHER,224,SOUTHEASTERN,Ellwood Park/Monument,1,39.29584,-76.57125
143,NA,1/7/2014,2B,23:56:18,4400 FERNHILL AV,RAPE,,621,NORTHWESTERN,West Arlington,1,39.33768,-76.69322
144,NA,1/8/2014,4A,18:20:00,2400 HURON ST,AGG. ASSAULT,FIREARM,921,SOUTHERN,Mount Winans,1,39.26269,-76.64304
145,NA,1/8/2014,4B,1:35:00,5500 PENNINGTON AV,AGG. ASSAULT,KNIFE,911,SOUTHERN,Curtis Bay,1,39.21644,-76.58767
146,NA,1/8/2014,3AJF,2:37:00,3400 REISTERSTOWN RD,ROBBERY - CARJACKING,FIREARM,612,NORTHWESTERN,Park Circle,1,39.32651,-76.65854
147,NA,1/8/2014,9S,237,3400 REISTERSTOWN RD,SHOOTING,FIREARM,612,NORTHWESTERN,Park Circle,1,39.32651,-76.65854
148,NA,1/8/2014,4C,5:50:00,2200 SINCLAIR LA,AGG. ASSAULT,OTHER,431,NORTHEASTERN,Clifton Park,1,39.31433,-76.58683
149,NA,1/8/2014,4D,8:30:00,500 N ROBINSON ST,AGG. ASSAULT,HANDS,224,SOUTHEASTERN,Ellwood Park/Monument,1,39.29723,-76.57302
150,NA,1/8/2014,4D,8:30:00,500 N ROBINSON ST,AGG. ASSAULT,HANDS,224,SOUTHEASTERN,Ellwood Park/Monument,1,39.29723,-76.57302
151,NA,1/8/2014,3B,11:00:00,4600 HELLWIG RD,ROBBERY - STREET,,445,NORTHEASTERN,Cedmont,1,39.34518,-76.53528
152,NA,1/8/2014,4A,12:30:00,1100 N MONROE ST,AGG. ASSAULT,FIREARM,722,WESTERN,Midtown-Edmondson,1,39.30095,-76.64767
153,NA,1/8/2014,3K,13:09:00,1400 GOUGH ST,ROBBERY - RESIDENCE,,211,SOUTHEASTERN,Perkins Homes,1,39.28738,-76.5983
154,NA,1/8/2014,4D,15:15:00,2000 W BALTIMORE ST,AGG. ASSAULT,HANDS,714,WESTERN,Penrose/Fayette Street Outreach,1,39.2881,-76.64888
155,NA,1/8/2014,3B,15:40:00,5500 THE ALAMEDA,ROBBERY - STREET,,523,NORTHERN,Cameron Village,1,39.35555,-76.59695
156,NA,1/8/2014,3AF,16:00:00,1100 E CHASE ST,ROBBERY - STREET,FIREARM,311,EASTERN,Johnston Square,1,39.30296,-76.60203
157,NA,1/8/2014,4D,18:50:00,200 BALLOU CT,AGG. ASSAULT,HANDS,211,SOUTHEASTERN,Perkins Homes,1,39.28786,-76.59731
158,NA,1/8/2014,3AF,19:25:00,5300 YORK RD,ROBBERY - STREET,FIREARM,524,NORTHERN,Woodbourne-McCabe,1,39.35408,-76.60981
159,NA,1/8/2014,4B,19:45:00,2500 HARFORD RD,AGG. ASSAULT,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,1,39.31679,-76.59533
160,NA,1/8/2014,3AF,21:20:00,2600 PUGET ST,ROBBERY - STREET,FIREARM,921,SOUTHERN,Mount Winans,1,39.26089,-76.64397
161,NA,1/8/2014,3AF,22:00:00,600 ST DUNSTANS RD,ROBBERY - STREET,FIREARM,523,NORTHERN,Belvedere,1,39.36081,-76.60606
162,NA,1/8/2014,1F,2224,5300 EASTBURY AV,HOMICIDE,FIREARM,443,NORTHEASTERN,Frankford,1,39.32174,-76.5508
163,NA,1/9/2014,4D,3:40:00,2400 W NORTH AV,AGG. ASSAULT,HANDS,723,WESTERN,Coppin Heights/Ash-Co-East,1,39.3094,-76.65631
164,NA,1/9/2014,3JF,3:51:00,6700 DULUTH AV,ROBBERY - RESIDENCE,FIREARM,243,SOUTHEASTERN,Graceland Park,1,39.2786,-76.53273
165,NA,1/9/2014,4A,3:51:00,6700 DULUTH AV,AGG. ASSAULT,FIREARM,243,SOUTHEASTERN,Graceland Park,1,39.2786,-76.53273
166,NA,1/9/2014,3AO,12:12:00,1800 MOSHER ST,ROBBERY - STREET,OTHER,743,WESTERN,Sandtown-Winchester,1,39.29988,-76.64645
167,NA,1/9/2014,4C,12:57:00,200 MASON CT,AGG. ASSAULT,OTHER,211,SOUTHEASTERN,Perkins Homes,1,39.28794,-76.59591
168,NA,1/9/2014,4D,13:20:00,1400 DARLEY AV,AGG. ASSAULT,HANDS,342,EASTERN,Darley Park,1,39.31524,-76.59684
169,NA,1/9/2014,3B,14:00:00,1900 N HOWARD ST,ROBBERY - STREET,,514,NORTHERN,Charles North,1,39.31117,-76.61933
170,NA,1/9/2014,4A,14:58:00,500 S SMALLWOOD ST,AGG. ASSAULT,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,1,39.2813,-76.65088
171,NA,1/9/2014,9S,1458,500 S SMALLWOOD ST,SHOOTING,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,1,39.2813,-76.65088
172,NA,1/9/2014,1F,1458,500 S SMALLWOOD ST,HOMICIDE,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,1,39.2813,-76.65088
173,NA,1/9/2014,3B,15:03:00,300 S PAYSON ST,ROBBERY - STREET,,934,SOUTHERN,Carrollton Ridge,1,39.28371,-76.64846
