,ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,lat,long,counter
7449,0393 052 022406,393,52,1309 MYRTLE AVE,2/24/2006,UPTON,CENTRAL,11,39.29928977,-76.63245165,1
7450,0393 053 101805,393,53,1307 MYRTLE AVE,10/18/2005,UPTON,CENTRAL,11,39.29920824,-76.63247783,1
7451,0393 054 092305,393,54,1305 MYRTLE AVE,9/23/2005,UPTON,CENTRAL,11,39.29917526,-76.63243669,1
7452,0393 056 071709,393,56,1301 MYRTLE AVE,7/17/2009,UPTON,CENTRAL,11,39.29910559,-76.63235252,1
7453,0394 025 063008,394,25,609 W LAFAYETTE AVE,6/30/2008,UPTON,CENTRAL,11,39.30073411,-76.6319467,1
7454,0394 028 073008,394,28,615 W LAFAYETTE AVE,7/30/2008,UPTON,CENTRAL,11,39.30062145,-76.63209694,1
7455,0394 029 073008,394,29,617 W LAFAYETTE AVE,7/30/2008,UPTON,CENTRAL,11,39.3005949,-76.63212827,1
7456,0394 030 073008,394,30,619 W LAFAYETTE AVE,7/30/2008,UPTON,CENTRAL,11,39.30057024,-76.63216197,1
7457,0394 031 050409,394,31,621 W LAFAYETTE AVE,5/4/2009,UPTON,CENTRAL,11,39.3005415,-76.63219685,1
7458,0394 033 120805,394,33,625 W LAFAYETTE AVE,12/8/2005,UPTON,CENTRAL,11,39.30048613,-76.63226777,1
7459,0394 034 072512,394,34,627 W LAFAYETTE AVE,7/25/2012,UPTON,CENTRAL,11,39.30045821,-76.63230388,1
7460,0394 035 100507,394,35,629 W LAFAYETTE AVE,10/5/2007,UPTON,CENTRAL,11,39.30043246,-76.63233548,1
7461,0394 041 072409,394,41,1329 ARGYLE AVE,7/24/2009,UPTON,CENTRAL,11,39.30025479,-76.63197015,1
7462,0394 048 101713,394,48,1315 ARGYLE AVE,10/17/2013,UPTON,CENTRAL,11,39.30001853,-76.63169971,1
7463,0317 043 070710,317,43,338 PRESSTMAN ST,7/7/2010,MADISON PARK,CENTRAL,11,39.30900558,-76.6336928,1
7464,0319 007 062314,319,7,1816 PENNSYLVANIA AVE,6/23/2014,UPTON,CENTRAL,11,39.30448981,-76.63621773,1
7465,0320 001 021408,320,1,553 PRESSTMAN ST,2/14/2008,UPTON,CENTRAL,11,39.30646529,-76.63637564,1
7466,0320 004 061306,320,4,559 PRESSTMAN ST,6/13/2006,UPTON,CENTRAL,11,39.30638781,-76.63647796,1
7467,0320 005 110105,320,5,561 PRESSTMAN ST,11/1/2005,UPTON,CENTRAL,11,39.30636225,-76.63651068,1
7468,0320 006 110807,320,6,563 PRESSTMAN ST,11/8/2007,UPTON,CENTRAL,11,39.30633821,-76.63654634,1
7469,0320 007 122915,320,7,565 PRESSTMAN ST,12/29/2015,UPTON,CENTRAL,11,39.30631028,-76.63657802,1
7470,0320 009 112305,320,9,569 PRESSTMAN ST,11/23/2005,UPTON,CENTRAL,11,39.30625977,-76.63664773,1
7471,0320 011 110807,320,11,573 PRESSTMAN ST,11/8/2007,UPTON,CENTRAL,11,39.30620893,-76.63671838,1
7472,0320 013 090706,320,13,577 PRESSTMAN ST,9/7/2006,UPTON,CENTRAL,11,39.30608937,-76.63688721,1
7473,0320 049 103107,320,49,1902 DIVISION ST,10/31/2007,UPTON,CENTRAL,11,39.30594598,-76.63592357,1
7474,0320 050 020206,320,50,1904 DIVISION ST,2/2/2006,UPTON,CENTRAL,11,39.30597354,-76.63595765,1
7475,0320 062 051707,320,62,1928 DIVISION ST,5/17/2007,UPTON,CENTRAL,11,39.30628657,-76.63634417,1
7476,0321 001 032515,321,1,1900 DRUID HILL AVE,3/25/2015,DRUID HEIGHTS,CENTRAL,11,39.30663975,-76.63467435,1
7477,0321 038 123109,321,38,545 PRESSTMAN ST,12/31/2009,DRUID HEIGHTS,CENTRAL,11,39.30667435,-76.63610213,1
7478,0321 039 123109,321,39,547 PRESSTMAN ST,12/31/2009,DRUID HEIGHTS,CENTRAL,11,39.30664902,-76.63613651,1
7479,0321 049 040614,321,49,1911 DIVISION ST,4/6/2014,DRUID HEIGHTS,CENTRAL,11,39.30637089,-76.63567589,1
7480,0321 058 012506,321,58,528 ROBERT ST,1/25/2006,DRUID HEIGHTS,CENTRAL,11,39.30619057,-76.63539656,1
7481,0321 061 111607,321,61,522 ROBERT ST,11/16/2007,DRUID HEIGHTS,CENTRAL,11,39.30626298,-76.63529925,1
7482,0321 062 051611,321,62,520 ROBERT ST,5/16/2011,DRUID HEIGHTS,CENTRAL,11,39.30628665,-76.63526746,1
7483,0321 072 100507,321,72,1900 ETTING ST,10/5/2007,DRUID HEIGHTS,CENTRAL,11,39.30643753,-76.63532254,1
7484,0321 074 082912,321,74,1904 ETTING ST,8/29/2012,DRUID HEIGHTS,CENTRAL,11,39.30648235,-76.63538258,1
7485,0321 076 062806,321,76,1908 ETTING ST,6/28/2006,DRUID HEIGHTS,CENTRAL,11,39.30652555,-76.63543455,1
7486,0321 089 092309,321,89,1927 ETTING ST,9/23/2009,DRUID HEIGHTS,CENTRAL,11,39.30692124,-76.63544714,1
7487,0321 090 102207,321,90,1925 ETTING ST,10/22/2007,DRUID HEIGHTS,CENTRAL,11,39.30689806,-76.63541842,1
7488,0321 091 032310,321,91,1923 ETTING ST,3/23/2010,DRUID HEIGHTS,CENTRAL,11,39.30687437,-76.63538914,1
7489,0321 092 070313,321,92,1921 ETTING ST,7/3/2013,DRUID HEIGHTS,CENTRAL,11,39.30684937,-76.63535777,1
7490,0321 093 102207,321,93,1919 ETTING ST,10/22/2007,DRUID HEIGHTS,CENTRAL,11,39.30682492,-76.63532755,1
7491,0321 095 082709,321,95,1915 ETTING ST,8/27/2009,DRUID HEIGHTS,CENTRAL,11,39.30677949,-76.63526964,1
7492,0321 097 102207,321,97,1911 ETTING ST,10/22/2007,DRUID HEIGHTS,CENTRAL,11,39.30673037,-76.63521336,1
7493,0321 100 110804,321,100,1905 ETTING ST,11/8/2004,DRUID HEIGHTS,CENTRAL,11,39.30665872,-76.63512241,1
7494,0321 101 092707,321,101,1903 ETTING ST,9/27/2007,DRUID HEIGHTS,CENTRAL,11,39.30663491,-76.63509329,1
7495,0321 102 102207,321,102,1901 ETTING ST,10/22/2007,DRUID HEIGHTS,CENTRAL,11,39.30661198,-76.63506324,1
7496,0322 023 112904,322,23,405 PRESSTMAN ST,11/29/2004,DRUID HEIGHTS,CENTRAL,11,39.30765891,-76.63482319,1
7497,0322 030 031615,322,30,1929 DRUID HILL AVE,3/16/2015,DRUID HEIGHTS,CENTRAL,11,39.30736062,-76.63480293,1
7498,0300C077 103111,0300C,77,1558 N WOODYEAR ST,10/31/2011,SANDTOWN-WINCHESTER,WESTERN,7,39.30690515,-76.64151383,1
7499,0300C078 082714,0300C,78,1556 N WOODYEAR ST,8/27/2014,SANDTOWN-WINCHESTER,WESTERN,7,39.30688101,-76.64148493,1
7500,0300C079 061014,0300C,79,1554 N WOODYEAR ST,6/10/2014,SANDTOWN-WINCHESTER,WESTERN,7,39.30685685,-76.64145607,1
7501,0300C080 041012,0300C,80,1552 N WOODYEAR ST,4/10/2012,SANDTOWN-WINCHESTER,WESTERN,7,39.30683276,-76.64142716,1
7502,0300C081 010808,0300C,81,1550 N WOODYEAR ST,1/8/2008,SANDTOWN-WINCHESTER,WESTERN,7,39.30680822,-76.64139781,1
7503,0300C082 061014,0300C,82,1548 N WOODYEAR ST,6/10/2014,SANDTOWN-WINCHESTER,WESTERN,7,39.30678369,-76.64136845,1
7504,0300C085 083013,0300C,85,1542 N WOODYEAR ST,8/30/2013,SANDTOWN-WINCHESTER,WESTERN,7,39.3067113,-76.64128181,1
7505,0300C087 083013,0300C,87,1538 N WOODYEAR ST,8/30/2013,SANDTOWN-WINCHESTER,WESTERN,7,39.30666305,-76.64122404,1
7506,0300C088 010808,0300C,88,1536 N WOODYEAR ST,1/8/2008,SANDTOWN-WINCHESTER,WESTERN,7,39.30663851,-76.64119469,1
7507,0301 042 082814,301,42,1507 N CAREY ST,8/28/2014,SANDTOWN-WINCHESTER,WESTERN,7,39.30725305,-76.64049409,1
7508,0302 005 071505,302,5,2215 PENNSYLVANIA AVE,7/15/2005,DRUID HEIGHTS,CENTRAL,7,39.30792548,-76.63957051,1
7509,0303 018 120209,303,18,515 BAKER ST,12/2/2009,DRUID HEIGHTS,CENTRAL,7,39.30925264,-76.63879007,1
7510,0303 019 120209,303,19,513 BAKER ST,12/2/2009,DRUID HEIGHTS,CENTRAL,7,39.30928392,-76.63875585,1
7511,0303 021 012610,303,21,507 BAKER ST,1/26/2010,DRUID HEIGHTS,CENTRAL,7,39.30938547,-76.63854167,1
7512,0303 032 072309,303,32,2228 DRUID HILL AVE,7/23/2009,DRUID HEIGHTS,CENTRAL,7,39.30942313,-76.63809553,1
7513,0303 035 123009,303,35,2222 DRUID HILL AVE,12/30/2009,DRUID HEIGHTS,CENTRAL,7,39.3093329,-76.6379842,1
7514,0303 036 080510,303,36,2220 DRUID HILL AVE,8/5/2010,DRUID HEIGHTS,CENTRAL,7,39.30930254,-76.63794673,1
7515,0303 037 021108,303,37,2218 DRUID HILL AVE,2/11/2008,DRUID HEIGHTS,CENTRAL,7,39.30927287,-76.63791007,1
7516,0303 039 111210,303,39,2214 DRUID HILL AVE,11/12/2010,DRUID HEIGHTS,CENTRAL,7,39.30921379,-76.63783718,1
7517,0303 040 123009,303,40,2212 DRUID HILL AVE,12/30/2009,DRUID HEIGHTS,CENTRAL,7,39.30918339,-76.63779967,1
7518,0303 041 123009,303,41,2210 DRUID HILL AVE,12/30/2009,DRUID HEIGHTS,CENTRAL,7,39.30915443,-76.63776393,1
7519,0303 042 040408,303,42,2208 DRUID HILL AVE,4/4/2008,DRUID HEIGHTS,CENTRAL,7,39.30912495,-76.63772755,1
7520,0303 043 032814,303,43,2206 DRUID HILL AVE,3/28/2014,DRUID HEIGHTS,CENTRAL,7,39.30909473,-76.63769024,1
7521,0303 045 051107,303,45,2202 DRUID HILL AVE,5/11/2007,DRUID HEIGHTS,CENTRAL,7,39.30903499,-76.63761403,1
7522,0303 047 111210,303,47,502 GOLD ST,11/12/2010,DRUID HEIGHTS,CENTRAL,7,39.30894741,-76.63779379,1
7523,0303 048 032310,303,48,504 GOLD ST,3/23/2010,DRUID HEIGHTS,CENTRAL,7,39.30892149,-76.63783319,1
7524,0303 049 032310,303,49,506 GOLD ST,3/23/2010,DRUID HEIGHTS,CENTRAL,7,39.30889573,-76.63786817,1
7525,0303 050 040914,303,50,508 GOLD ST,4/9/2014,DRUID HEIGHTS,CENTRAL,7,39.30886925,-76.63790374,1
7526,0303 051 082305,303,51,510 GOLD ST,8/23/2005,DRUID HEIGHTS,CENTRAL,7,39.30884578,-76.63794126,1
7527,0303 075 102811,303,75,2228 ETTING ST,10/28/2011,DRUID HEIGHTS,CENTRAL,7,39.30910839,-76.63866333,1
7528,0303 076 052611,303,76,2230 ETTING ST,5/26/2011,DRUID HEIGHTS,CENTRAL,7,39.3091357,-76.63868909,1
7529,0303 077 121809,303,77,2232 ETTING ST,12/18/2009,DRUID HEIGHTS,CENTRAL,7,39.30916302,-76.63871511,1
7530,0303 078 030713,303,78,2234 ETTING ST,3/7/2013,DRUID HEIGHTS,CENTRAL,7,39.30918882,-76.6387403,1
7531,0303 079 082505,303,79,2229 ETTING ST,8/25/2005,DRUID HEIGHTS,CENTRAL,7,39.30932072,-76.63839141,1
7532,0304 023 020509,304,23,1221 W NORTH AVE,2/5/2009,DRUID HEIGHTS,CENTRAL,7,39.30999601,-76.6381615,1
7533,0304 026 061306,304,26,2237 DRUID HILL AVE,6/13/2006,DRUID HEIGHTS,CENTRAL,7,39.30983733,-76.63790245,1
7534,0304 027 011708,304,27,2235 DRUID HILL AVE,1/17/2008,DRUID HEIGHTS,CENTRAL,7,39.30980622,-76.63786802,1
7535,0304 028 042110,304,28,2233 DRUID HILL AVE,4/21/2010,DRUID HEIGHTS,CENTRAL,7,39.30977489,-76.63783335,1
7536,0304 029 032708,304,29,2231 DRUID HILL AVE,3/27/2008,DRUID HEIGHTS,CENTRAL,7,39.30974345,-76.63779863,1
7537,0304 033 012610,304,33,2223 DRUID HILL AVE,1/26/2010,DRUID HEIGHTS,CENTRAL,7,39.30961855,-76.63765784,1
7538,0304 034 111711,304,34,2221 DRUID HILL AVE,11/17/2011,DRUID HEIGHTS,CENTRAL,7,39.30958766,-76.63762513,1
7539,0304 035 050412,304,35,2219 DRUID HILL AVE,5/4/2012,DRUID HEIGHTS,CENTRAL,7,39.30955516,-76.63759428,1
7540,0304 037 032708,304,37,2215 DRUID HILL AVE,3/27/2008,DRUID HEIGHTS,CENTRAL,7,39.30949204,-76.63751812,1
7541,0304 038 121609,304,38,2213 DRUID HILL AVE,12/16/2009,DRUID HEIGHTS,CENTRAL,7,39.30946246,-76.63748378,1
7542,0304 039 041306,304,39,2211 DRUID HILL AVE,4/13/2006,DRUID HEIGHTS,CENTRAL,7,39.30943249,-76.63744441,1
7543,0304 040 032708,304,40,2209 DRUID HILL AVE,3/27/2008,DRUID HEIGHTS,CENTRAL,7,39.30939841,-76.63740335,1
7544,0304 041 020110,304,41,2207 DRUID HILL AVE,2/1/2010,DRUID HEIGHTS,CENTRAL,7,39.30936143,-76.63736191,1
7545,0304 042 063005,304,42,2205 DRUID HILL AVE,6/30/2005,DRUID HEIGHTS,CENTRAL,7,39.30932662,-76.63732286,1
7546,0304 043 081611,304,43,2203 DRUID HILL AVE,8/16/2011,DRUID HEIGHTS,CENTRAL,7,39.30929243,-76.6372845,1
7547,0306 003 012508,306,3,1508 N FREMONT AVE,1/25/2008,SANDTOWN-WINCHESTER,WESTERN,7,39.30574363,-76.63837697,1
7548,0306 004 012508,306,4,1510 N FREMONT AVE,1/25/2008,SANDTOWN-WINCHESTER,WESTERN,7,39.30578195,-76.63838267,1
7549,0306 046 112013,306,46,1447 N CAREY ST,11/20/2013,SANDTOWN-WINCHESTER,WESTERN,7,39.30662258,-76.63975411,1
7550,0306 047 031314,306,47,1449 N CAREY ST,3/13/2014,SANDTOWN-WINCHESTER,WESTERN,7,39.30664536,-76.63978418,1
7551,0307 002 051107,307,2,2102 DIVISION ST,5/11/2007,DRUID HEIGHTS,CENTRAL,7,39.3073941,-76.63779789,1
7552,0307 003 062308,307,3,2104 DIVISION ST,6/23/2008,DRUID HEIGHTS,CENTRAL,7,39.30742624,-76.63783433,1
7553,0307 004 090105,307,4,2106 DIVISION ST,9/1/2005,DRUID HEIGHTS,CENTRAL,7,39.30749881,-76.63781209,1
7554,0307 027 021408,307,27,535 GOLD ST,2/14/2008,DRUID HEIGHTS,CENTRAL,7,39.30763085,-76.638884,1
7555,0307 028 113012,307,28,537 GOLD ST,11/30/2012,DRUID HEIGHTS,CENTRAL,7,39.30760526,-76.63891389,1
7556,0307 031 062415,307,31,2145 PENNSYLVANIA AVE,6/24/2015,DRUID HEIGHTS,CENTRAL,7,39.30752658,-76.63915224,1
7557,0307 036 052914,307,36,2135 PENNSYLVANIA AVE,5/29/2014,DRUID HEIGHTS,CENTRAL,7,39.30739546,-76.63899313,1
7558,0307 037 032305,307,37,2133 PENNSYLVANIA AVE,3/23/2005,DRUID HEIGHTS,CENTRAL,7,39.3073689,-76.63896295,1
7559,0307 079 011116,307,79,2121 BRUNT ST,1/11/2016,DRUID HEIGHTS,CENTRAL,7,39.30757842,-76.63836516,1
7560,0308 001 013114,308,1,2101 DIVISION ST,1/31/2014,DRUID HEIGHTS,CENTRAL,7,39.30767726,-76.63732636,1
7561,0308 035 030316,308,35,501 GOLD ST,3/3/2016,DRUID HEIGHTS,CENTRAL,7,39.30866211,-76.63748415,1
7562,0308 002 092608,308,2,2103 DIVISION ST,9/26/2008,DRUID HEIGHTS,CENTRAL,7,39.30770121,-76.63735801,1
7563,0308 006 061511,308,6,2111 DIVISION ST,6/15/2011,DRUID HEIGHTS,CENTRAL,7,39.3078047,-76.63748638,1
7564,0308 012 100915,308,12,2123 DIVISION ST,10/9/2015,DRUID HEIGHTS,CENTRAL,7,39.30795981,-76.63767876,1
7565,0308 015 090105,308,15,2129 DIVISION ST,9/1/2005,DRUID HEIGHTS,CENTRAL,7,39.30803575,-76.63777301,1
7566,0308 016 120808,308,16,2131 DIVISION ST,12/8/2008,DRUID HEIGHTS,CENTRAL,7,39.30806156,-76.63780497,1
7567,0308 018 040414,308,18,2135 DIVISION ST,4/4/2014,DRUID HEIGHTS,CENTRAL,7,39.30811299,-76.63786877,1
7568,0308 019 120808,308,19,2137 DIVISION ST,12/8/2008,DRUID HEIGHTS,CENTRAL,7,39.3081391,-76.63790123,1
7569,0308 020 090105,308,20,2139 DIVISION ST,9/1/2005,DRUID HEIGHTS,CENTRAL,7,39.30816507,-76.63793341,1
7570,0308 021 072105,308,21,2141 DIVISION ST,7/21/2005,DRUID HEIGHTS,CENTRAL,7,39.30819223,-76.63796709,1
7571,0308 023 033012,308,23,2145 DIVISION ST,3/30/2012,DRUID HEIGHTS,CENTRAL,7,39.30824897,-76.63803751,1
7572,0308 032 091212,308,32,507 GOLD ST,9/12/2012,DRUID HEIGHTS,CENTRAL,7,39.30858137,-76.63759184,1
7573,0308 033 042111,308,33,505 GOLD ST,4/21/2011,DRUID HEIGHTS,CENTRAL,7,39.30860834,-76.63755593,1
7574,0308 034 072705,308,34,503 GOLD ST,7/27/2005,DRUID HEIGHTS,CENTRAL,7,39.30863472,-76.63752093,1
7575,0308 036 031014,308,36,2140 DRUID HILL AVE,3/10/2014,DRUID HEIGHTS,CENTRAL,7,39.30883251,-76.63739315,1
7576,0308 038 031015,308,38,2136 DRUID HILL AVE,3/10/2015,DRUID HEIGHTS,CENTRAL,7,39.30877687,-76.63732189,1
7577,0308 039 011005,308,39,2134 DRUID HILL AVE,1/10/2005,DRUID HEIGHTS,CENTRAL,7,39.30874687,-76.63728474,1
7578,0308 040 030912,308,40,2132 DRUID HILL AVE,3/9/2012,DRUID HEIGHTS,CENTRAL,7,39.30871744,-76.63724822,1
7579,0308 045 043009,308,45,2122 DRUID HILL AVE,4/30/2009,DRUID HEIGHTS,CENTRAL,7,39.30856593,-76.6370604,1
7580,0308 047 011316,308,47,2118 DRUID HILL AVE,1/13/2016,DRUID HEIGHTS,CENTRAL,7,39.30850121,-76.63698016,1
7581,0308 049 071210,308,49,2114 DRUID HILL AVE,7/12/2010,DRUID HEIGHTS,CENTRAL,7,39.30843847,-76.63690238,1
7582,0308 055 021916,308,55,2102 DRUID HILL AVE,2/19/2016,DRUID HEIGHTS,CENTRAL,7,39.30824858,-76.63666697,1
7583,0308 061 090105,308,61,510 BLOOM ST,9/1/2005,DRUID HEIGHTS,CENTRAL,7,39.30805114,-76.63700211,1
7584,0309 004 091611,309,4,2104 MCCULLOH ST,9/16/2011,DRUID HEIGHTS,CENTRAL,7,39.30884022,-76.63602714,1
7585,0309 005 022312,309,5,2106 MCCULLOH ST,2/23/2012,DRUID HEIGHTS,CENTRAL,7,39.30887974,-76.63607572,1
7586,0309 006 123009,309,6,2108 MCCULLOH ST,12/30/2009,DRUID HEIGHTS,CENTRAL,7,39.30891942,-76.63612475,1
7587,0309 011 071514,309,11,2118 MCCULLOH ST,7/15/2014,DRUID HEIGHTS,CENTRAL,7,39.30907496,-76.6363164,1
7588,0309 012 080510,309,12,2120 MCCULLOH ST,8/5/2010,DRUID HEIGHTS,CENTRAL,7,39.30910188,-76.63634965,1
7589,0309 014 122012,309,14,2124 MCCULLOH ST,12/20/2012,DRUID HEIGHTS,CENTRAL,7,39.30916265,-76.63642454,1
7590,0309 016 040506,309,16,2128 MCCULLOH ST,4/5/2006,DRUID HEIGHTS,CENTRAL,7,39.3092217,-76.63649731,1
7591,0309 022 052615,309,22,2141 DRUID HILL AVE,5/26/2015,DRUID HEIGHTS,CENTRAL,7,39.30910543,-76.63695758,1
7592,0309 027 082114,309,27,2131 DRUID HILL AVE,8/21/2014,DRUID HEIGHTS,CENTRAL,7,39.30895648,-76.6367729,1
7593,0309 029 012307,309,29,2127 DRUID HILL AVE,1/23/2007,DRUID HEIGHTS,CENTRAL,7,39.30889688,-76.63669904,1
7594,0309 030 032708,309,30,2125 DRUID HILL AVE,3/27/2008,DRUID HEIGHTS,CENTRAL,7,39.30886656,-76.63666143,1
7595,0309 037 112907,309,37,2111 DRUID HILL AVE,11/29/2007,DRUID HEIGHTS,CENTRAL,7,39.30865948,-76.63640469,1
7596,0309 038 010915,309,38,2109 DRUID HILL AVE,1/9/2015,DRUID HEIGHTS,CENTRAL,7,39.30862927,-76.63636722,1
7597,0309 039 012411,309,39,2107 DRUID HILL AVE,1/24/2011,DRUID HEIGHTS,CENTRAL,7,39.3085986,-76.63632924,1
7598,0309 042 121813,309,42,2101 DRUID HILL AVE,12/18/2013,DRUID HEIGHTS,CENTRAL,7,39.30850797,-76.63621964,1
7599,0309 043 022210,309,43,434 BLOOM ST,2/22/2010,DRUID HEIGHTS,CENTRAL,7,39.30866647,-76.63603094,1
7600,0310 004 032014,310,4,2118 MADISON AVE,3/20/2014,DRUID HEIGHTS,CENTRAL,7,39.30983719,-76.63571731,1
7601,0310 013 082009,310,13,2127 MCCULLOH ST,8/20/2009,DRUID HEIGHTS,CENTRAL,7,39.30958242,-76.63605965,1
7602,0310 017 051713,310,17,2121 MCCULLOH ST,5/17/2013,DRUID HEIGHTS,CENTRAL,7,39.30942431,-76.63586431,1
7603,0310 021 050812,310,21,2113 MCCULLOH ST,5/8/2012,DRUID HEIGHTS,CENTRAL,7,39.30931713,-76.63573581,1
7604,0310 025 053014,310,25,2103 MCCULLOH ST,5/30/2014,DRUID HEIGHTS,CENTRAL,7,39.30908163,-76.63552176,1
7605,0313 008 102907,313,8,2014 DIVISION ST,10/29/2007,UPTON,CENTRAL,11,39.30696353,-76.63715561,1
7606,0313 010 070108,313,10,2018 DIVISION ST,7/1/2008,UPTON,CENTRAL,11,39.30701472,-76.63721835,1
7607,0313 011 080108,313,11,2020 DIVISION ST,8/1/2008,UPTON,CENTRAL,11,39.30704109,-76.63725061,1
7608,0313 012 051309,313,12,2022 DIVISION ST,5/13/2009,UPTON,CENTRAL,11,39.30706775,-76.63728332,1
7609,0313 014 062508,313,14,525 BLOOM ST,6/25/2008,UPTON,CENTRAL,11,39.30725573,-76.63734923,1
7610,0313 015 120815,313,15,527 BLOOM ST,12/8/2015,UPTON,CENTRAL,11,39.30723003,-76.63738491,1
7611,0313 019 022509,313,19,535 BLOOM ST,2/25/2009,UPTON,CENTRAL,11,39.30713654,-76.63750964,1
7612,0313 020 011411,313,20,537 BLOOM ST,1/14/2011,UPTON,CENTRAL,11,39.3071119,-76.63754268,1
7613,0313 022 022509,313,22,541 BLOOM ST,2/25/2009,UPTON,CENTRAL,11,39.30706596,-76.6376041,1
7614,0313 026 012315,313,26,549 BLOOM ST,1/23/2015,UPTON,CENTRAL,11,39.3069731,-76.63772961,1
7615,0313 034 040507,313,34,2049 PENNSYLVANIA AVE,4/5/2007,UPTON,CENTRAL,11,39.30670044,-76.63817115,1
7616,0313 035 112907,313,35,2047 PENNSYLVANIA AVE,11/29/2007,UPTON,CENTRAL,11,39.30667124,-76.6381351,1
7617,0313 047 012808,313,47,2023 PENNSYLVANIA AVE,1/28/2008,UPTON,CENTRAL,11,39.30635226,-76.63771272,1
7618,0313 048 012808,313,48,2021 PENNSYLVANIA AVE,1/28/2008,UPTON,CENTRAL,11,39.30632179,-76.63767503,1
7619,0313 062 092305,313,62,572 PRESSTMAN ST,9/23/2005,UPTON,CENTRAL,11,39.30645811,-76.63708785,1
7620,0313 063 090105,313,63,570 PRESSTMAN ST,9/1/2005,UPTON,CENTRAL,11,39.30648323,-76.6370519,1
7621,0313 064 102706,313,64,568 PRESSTMAN ST,10/27/2006,UPTON,CENTRAL,11,39.30650813,-76.63701807,1
7622,0313 065 032706,313,65,566 PRESSTMAN ST,3/27/2006,UPTON,CENTRAL,11,39.30653573,-76.63698589,1
7623,0313 066 071013,313,66,564 PRESSTMAN ST,7/10/2013,UPTON,CENTRAL,11,39.30655892,-76.63694906,1
7624,0313 067 022707,313,67,562 PRESSTMAN ST,2/27/2007,UPTON,CENTRAL,11,39.3065836,-76.63691551,1
7625,0313 068 022406,313,68,560 PRESSTMAN ST,2/24/2006,UPTON,CENTRAL,11,39.30660899,-76.63688133,1
7626,0313 069 111607,313,69,558 PRESSTMAN ST,11/16/2007,UPTON,CENTRAL,11,39.30663324,-76.63684832,1
7627,0313 070 111607,313,70,556 PRESSTMAN ST,11/16/2007,UPTON,CENTRAL,11,39.3066551,-76.63681186,1
7628,0314 005 112707,314,5,2008 DRUID HILL AVE,11/27/2007,DRUID HEIGHTS,CENTRAL,11,39.30754456,-76.63580814,1
7629,0314 016 071312,314,16,2030 DRUID HILL AVE,7/13/2012,DRUID HEIGHTS,CENTRAL,11,39.307887,-76.636233,1
7630,0314 017 070114,314,17,2032 DRUID HILL AVE,7/1/2014,DRUID HEIGHTS,CENTRAL,11,39.30791896,-76.63627265,1
7631,0314 018 032813,314,18,2034 DRUID HILL AVE,3/28/2013,DRUID HEIGHTS,CENTRAL,11,39.30795077,-76.63631213,1
7632,0314 021 071814,314,21,2040 DRUID HILL AVE,7/18/2014,DRUID HEIGHTS,CENTRAL,11,39.30804659,-76.63642943,1
7633,0314 023 022108,314,23,505 BLOOM ST,2/21/2008,DRUID HEIGHTS,CENTRAL,11,39.30782686,-76.63653823,1
7634,0314 024 081711,314,24,507 BLOOM ST,8/17/2011,DRUID HEIGHTS,CENTRAL,11,39.307799,-76.63657848,1
7635,0314 032 110309,314,32,523 BLOOM ST,11/3/2009,DRUID HEIGHTS,CENTRAL,11,39.30755168,-76.63695681,1
7636,0314 033 052710,314,33,2053 DIVISION ST,5/27/2010,DRUID HEIGHTS,CENTRAL,11,39.30751522,-76.63714086,1
7637,0314 038 021315,314,38,2043 DIVISION ST,2/13/2015,DRUID HEIGHTS,CENTRAL,11,39.30739632,-76.63696942,1
7638,0314 042 110113,314,42,2035 DIVISION ST,11/1/2013,DRUID HEIGHTS,CENTRAL,11,39.30729862,-76.63683521,1
7639,0314 063 080415,314,63,2008 ETTING ST,8/4/2015,DRUID HEIGHTS,CENTRAL,11,39.30721956,-76.63631527,1
7640,0314 064 011410,314,64,2010 ETTING ST,1/14/2010,DRUID HEIGHTS,CENTRAL,11,39.30724275,-76.6363436,1
7641,0314 067 091511,314,67,2016 ETTING ST,9/15/2011,DRUID HEIGHTS,CENTRAL,11,39.30731556,-76.63643286,1
7642,0314 068 053012,314,68,2018 ETTING ST,5/30/2012,DRUID HEIGHTS,CENTRAL,11,39.30733942,-76.63646208,1
7643,0314 074 042512,314,74,2030 ETTING ST,4/25/2012,DRUID HEIGHTS,CENTRAL,11,39.30749392,-76.63665143,1
7644,1504 066 051611,1504,66,2414 LLEWELYN AVE,5/16/2011,BROADWAY EAST,EASTERN,13,39.30752011,-76.58353761,1
7645,1504 067 110510,1504,67,2416 LLEWELYN AVE,11/5/2010,BROADWAY EAST,EASTERN,13,39.30752182,-76.58349293,1
7646,1504 069 092205,1504,69,2420 LLEWELYN AVE,9/22/2005,BROADWAY EAST,EASTERN,13,39.30752526,-76.5834038,1
7647,1504 070 081211,1504,70,2422 LLEWELYN AVE,8/12/2011,BROADWAY EAST,EASTERN,13,39.30752702,-76.58335803,1
7648,1504 071 081211,1504,71,2424 LLEWELYN AVE,8/12/2011,BROADWAY EAST,EASTERN,13,39.30752849,-76.58331203,1
7649,1504 072 080307,1504,72,2426 LLEWELYN AVE,8/3/2007,BROADWAY EAST,EASTERN,13,39.30753141,-76.58326612,1
7650,1505 002 123114,1505,2,2502 E HOFFMAN ST,12/31/2014,BEREA,EASTERN,13,39.30708369,-76.58261532,1
