,ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,lat,long,counter
1,0002 019 031016,2,19,1909 W NORTH AVE,3/10/2016,EASTERWOOD,WESTERN,7,39.30952601,-76.64848892,1
2,0007 057 031116,7,57,1734 APPLETON ST,3/11/2016,EASTERWOOD,WESTERN,7,39.30856758,-76.64921157,1
3,0125 012 030816,125,12,522 N CAREY ST,3/8/2016,HARLEM PARK,WESTERN,9,39.29482152,-76.63877572,1
4,0151 009 030716,151,9,317 N GILMOR ST,3/7/2016,FRANKLIN SQUARE,WESTERN,9,39.29261888,-76.64231678,1
5,0232 032 031116,232,32,1324 W LOMBARD ST,3/11/2016,UNION SQUARE,SOUTHERN,9,39.28680988,-76.63888529,1
6,0235 029 031116,235,29,45 S ARLINGTON AVE,3/11/2016,HOLLINS MARKET,SOUTHERN,9,39.28713548,-76.63498941,1
7,0275 060 030716,275,60,319 S MONROE ST,3/7/2016,CARROLLTON RIDGE,SOUTHERN,9,39.28383911,-76.64647246,1
8,0329 045 030716,329,45,1803 DRUID HILL AVE,3/7/2016,DRUID HEIGHTS,CENTRAL,11,39.3061856,-76.63334767,1
9,0599 008 031116,599,8,235 PARK AVE,3/11/2016,DOWNTOWN,CENTRAL,11,39.29280154,-76.6178644,1
10,0767 117 030816,767,117,1329 SARGEANT ST,3/8/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28035426,-76.63645611,1
11,0779 002 030716,779,2,1203 WASHINGTON BLVD,3/7/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28150228,-76.63396506,1
12,0779 026 030816,779,26,1253 WASHINGTON BLVD,3/8/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.280852,-76.6348142,1
13,0801 019 030816,801,19,1136 W HAMBURG ST,3/8/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28010139,-76.63055854,1
14,0801 066 031016,801,66,1121 NANTICOKE ST,3/10/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28058109,-76.63071342,1
15,0855 008 030816,855,8,622 ARCHER ST,3/8/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28160587,-76.63017981,1
16,1020 059 030916,1020,59,1710 CLARKSON ST,3/9/2016,SOUTH BALTIMORE,SOUTHERN,11,39.27018816,-76.61614134,1
17,1126 056 030716,1126,56,1532 N BOND ST,3/7/2016,OLIVER,EASTERN,12,39.30815721,-76.59707552,1
18,1454 029 030716,1454,29,1816 N MILTON AVE,3/7/2016,BROADWAY EAST,EASTERN,13,39.31174375,-76.58335172,1
19,1477 047 031116,1477,47,1516 RUTLAND AVE,3/11/2016,BROADWAY EAST,EASTERN,12,39.30822909,-76.59304661,1
20,1500 011 030716,1500,11,2131 E OLIVER ST,3/7/2016,BROADWAY EAST,EASTERN,13,39.30757991,-76.58751523,1
21,1658 069 030916,1658,69,530 N BELNORD AVE,3/9/2016,MCELDERRY PARK,SOUTHEASTERN,13,39.29769466,-76.57887137,1
22,1661 009 030716,1661,9,3017 MCELDERRY ST,3/7/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,39.29784806,-76.57460498,1
23,1709 014 030816,1709,14,127 N MILTON AVE,3/8/2016,PATTERSON PARK NEIGHBORHOOD,SOUTHEASTERN,1,39.29373565,-76.58171453,1
24,1716 037 030816,1716,37,108 N CLINTON ST,3/8/2016,PATTERSON PARK NEIGHBORHOOD,SOUTHEASTERN,1,39.29380306,-76.57120245,1
25,0001 003 012512,1,3,2041 W NORTH AVE,1/25/2012,EASTERWOOD,WESTERN,7,39.30941765,-76.65104057,1
26,0001 006 120214,1,6,2035 W NORTH AVE,12/2/2014,EASTERWOOD,WESTERN,7,39.30942276,-76.65089166,1
27,0001 007 020113,1,7,2033 W NORTH AVE,2/1/2013,EASTERWOOD,WESTERN,7,39.30942443,-76.65084103,1
28,0001 008 070115,1,8,2031 W NORTH AVE,7/1/2015,EASTERWOOD,WESTERN,7,39.30942603,-76.65079304,1
29,0001 015 012816,1,15,2017 W NORTH AVE,1/28/2016,EASTERWOOD,WESTERN,7,39.30943944,-76.65044524,1
30,0001 026 121410,1,26,1810 N PAYSON ST,12/14/2010,EASTERWOOD,WESTERN,7,39.30902061,-76.65010741,1
31,0001 028 020808,1,28,1806 N PAYSON ST,2/8/2008,EASTERWOOD,WESTERN,7,39.30894358,-76.65010312,1
32,0001 029 120710,1,29,1804 N PAYSON ST,12/7/2010,EASTERWOOD,WESTERN,7,39.30890577,-76.650101,1
33,2307A019 031116,2307A,19,2437 W NORTH AVE,3/11/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30918947,-76.65702099,1
34,2319 013 031116,2319,13,1624 MORELAND AVE,3/11/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30688496,-76.6560888,1
35,2367 008 031116,2367,8,2514 RIGGS AVE,3/11/2016,BRIDGEVIEW/GREENLAWN,WESTERN,9,39.300868,-76.65722459,1
36,2402 023 031016,2402,23,2741 W NORTH AVE,3/10/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30894488,-76.66247273,1
37,2402 057 031016,2402,57,1700 ASHBURTON ST,3/10/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30744314,-76.66243699,1
38,2406 021 031116,2406,21,2841 W NORTH AVE,3/11/2016,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,39.30884735,-76.66500262,1
39,2418 063 031116,2418,63,1621 POPLAR GROVE ST,3/11/2016,NORTHWEST COMMUNITY ACTION,SOUTHWESTERN,7,39.30658799,-76.6653513,1
40,2441 010 030816,2441,10,1618 N ELLAMONT ST,3/8/2016,ROSEMONT,SOUTHWESTERN,9,39.30623418,-76.67108776,1
41,2445 034 030716,2445,34,2928 RIGGS AVE,3/7/2016,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.30025395,-76.66692907,1
42,2506A013 031116,2506A,13,715 MOUNT HOLLY ST,3/11/2016,EDGEWOOD,SOUTHWESTERN,8,39.29580061,-76.67963706,1
43,2542 017 031016,2542,17,212 S COLLINS AVE,3/10/2016,IRVINGTON,SOUTHWESTERN,8,39.28283004,-76.68371017,1
44,2755 010 031016,2755,10,3809 BONNER ROAD,3/10/2016,CONCERNED CITIZENS OF FOREST PARK,NORTHWESTERN,6,39.32267983,-76.68239714,1
45,2901 001 030716,2901,1,3701 W FOREST PARK AVE,3/7/2016,FOREST PARK,NORTHWESTERN,6,39.32520817,-76.67967628,1
46,3061A026 031116,3061A,26,3313 ALTO ROAD,3/11/2016,HANLON-LONGWOOD,NORTHWESTERN,7,39.31714857,-76.67350752,1
47,3176 028 031016,3176,28,2814 VIOLET AVE,3/10/2016,PARK CIRCLE,NORTHWESTERN,6,39.32986233,-76.66222642,1
48,3347F046 030716,3347F,46,4200 PALL MALL ROAD,3/7/2016,GREENSPRING,NORTHERN,6,39.33901314,-76.66179683,1
49,3420 006 031116,3420,6,2535 MADISON AVE,3/11/2016,RESERVOIR HILL,CENTRAL,7,39.31461196,-76.63929013,1
50,3537 070A 030916,3537,070A,3640 PAINE ST,3/9/2016,HAMPDEN,NORTHERN,14,39.3323183,-76.63056992,1
51,3542B036 030816,3542B,36,1244 W 37TH ST,3/8/2016,HAMPDEN,NORTHERN,7,39.33240931,-76.63707373,1
52,3572 001A 030716,3572,001A,0,3/7/2016,WOODBERRY,NORTHERN,7,39.3339831,-76.64485367,1
53,3644 001 030916,3644,1,2701 HAMPDEN AVE,3/9/2016,REMINGTON,NORTHERN,12,39.31940238,-76.62309868,1
54,3813 046 031016,3813,46,336 E 21ST ST,3/10/2016,BARCLAY,EASTERN,12,39.3136377,-76.61153797,1
55,3952 064 030916,3952,64,1934 E 28TH ST,3/9/2016,COLDSTREAM HOMESTEAD MONTEBELLO,NORTHEASTERN,14,39.3240416,-76.58861529,1
56,3962 029 030916,3962,29,1647 CHILTON ST,3/9/2016,COLDSTREAM HOMESTEAD MONTEBELLO,NORTHEASTERN,14,39.32731222,-76.59220833,1
57,3969M123 031016,3969M,123,1640 NORTHGATE ROAD,3/10/2016,HILLEN,NORTHEASTERN,3,39.34520721,-76.58768063,1
58,4131 021 030916,4131,21,1567 CARSWELL ST,3/9/2016,COLDSTREAM HOMESTEAD MONTEBELLO,NORTHEASTERN,14,39.32227105,-76.59528329,1
59,4139 026 030916,4139,26,2738 HARFORD ROAD,3/9/2016,COLDSTREAM HOMESTEAD MONTEBELLO,NORTHEASTERN,14,39.32126572,-76.59106093,1
60,4179G074 031116,4179G,74,3625 CHESTERFIELD AVE,3/11/2016,BELAIR-EDISON,NORTHEASTERN,13,39.31875134,-76.56380036,1
61,4507 032 031116,4507,32,4127 W ROGERS AVE,3/11/2016,WOODMERE,NORTHWESTERN,5,39.34662388,-76.69087433,1
62,4536A128 031116,4536A,128,5302 MAPLE AVE,3/11/2016,PIMLICO GOOD NEIGHBORS,NORTHWESTERN,5,39.35123971,-76.67777092,1
63,5090A008 030716,5090A,8,6014 YORK ROAD,3/7/2016,LAKE EVESHAM,NORTHERN,4,39.3667341,-76.61026276,1
64,5138 005 030816,5138,5,603 ORKNEY ROAD,3/8/2016,BELVEDERE,NORTHERN,4,39.36261319,-76.60643922,1
65,5150 004 030816,5150,4,600 TUNBRIDGE ROAD,3/8/2016,MID-GOVANS,NORTHERN,4,39.35658363,-76.60787716,1
66,5198 034 031016,5198,34,4606 CRADDOCK AVE,3/10/2016,KENILWORTH PARK,NORTHERN,4,39.34667216,-76.60171859,1
67,5643 010 031116,5643,10,6102 ALTA AVE,3/11/2016,WESTFIELD,NORTHEASTERN,2,39.3541709,-76.54502735,1
68,5898H014B 031116,5898H,014B,3906 PARKSIDE DR,3/11/2016,ARCADIA,NORTHEASTERN,3,39.33024502,-76.56742165,1
69,7056A018 030816,7056A,18,3438 6TH ST,3/8/2016,BROOKLYN,SOUTHERN,10,39.23953056,-76.6010089,1
70,8469 009 031016,8469,9,2600 QUEEN ANNE ROAD,3/10/2016,WINDSOR HILLS,NORTHWESTERN,8,39.3152955,-76.68822771,1
71,0007 053 122915,7,53,1726 APPLETON ST,12/29/2015,EASTERWOOD,WESTERN,7,39.30841552,-76.64920351,1
72,0006 032 011509,6,32,2002 PRESBURY ST,1/15/2009,EASTERWOOD,WESTERN,7,39.30800597,-76.65030361,1
73,0031 057 032316,31,57,1834 LAURENS ST,3/23/2016,SANDTOWN-WINCHESTER,WESTERN,7,39.30327593,-76.64742143,1
74,0055C063 032316,0055C,63,1104 N CARROLLTON AVE,3/23/2016,SANDTOWN-WINCHESTER,WESTERN,9,39.30139077,-76.63768238,1
75,0058 017 032316,58,17,1932 MOSHER ST,3/23/2016,MIDTOWN-EDMONDSON,WESTERN,9,39.29997845,-76.64873347,1
76,0073 024 031616,73,24,930 N MOUNT ST,3/16/2016,SANDTOWN-WINCHESTER,WESTERN,9,39.29980611,-76.6446717,1
77,0075 016 032416,75,16,1515 MOSHER ST,3/24/2016,SANDTOWN-WINCHESTER,WESTERN,9,39.2997724,-76.64245296,1
78,0082 058 032416,82,58,805 N BRICE ST,3/24/2016,MIDTOWN-EDMONDSON,WESTERN,9,39.2978901,-76.64974531,1
79,0096 052 031516,96,52,707 N MONROE ST,3/15/2016,HARLEM PARK,WESTERN,9,39.29682003,-76.64715186,1
80,0149 044 031616,149,44,310 N BRUCE ST,3/16/2016,FRANKLIN SQUARE,WESTERN,9,39.29235262,-76.64485001,1
81,0244 074 031516,244,74,1708 LEMMON ST,3/15/2016,UNION SQUARE,SOUTHERN,9,39.28584138,-76.64425453,1
82,0248 029 031516,248,29,121 S CALHOUN ST,3/15/2016,UNION SQUARE,SOUTHERN,9,39.28562872,-76.63911396,1
83,0265 011 031816,265,11,1321 W PRATT ST,3/18/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,39.28532442,-76.63859617,1
84,0272 079 032216,272,79,2110 WILHELM ST,3/22/2016,CARROLLTON RIDGE,SOUTHWESTERN,9,39.28370048,-76.6504335,1
85,0273 071 031716,273,71,2003 MCHENRY ST,3/17/2016,CARROLLTON RIDGE,SOUTHERN,9,39.28397543,-76.64890327,1
86,0294 012 031416,294,12,2422 1/2 PENNSYLVANIA AVE,3/14/2016,PENN NORTH,WESTERN,7,39.30963682,-76.64232212,1
87,0294 027 031716,294,27,1627 W NORTH AVE,3/17/2016,PENN NORTH,WESTERN,7,39.30977597,-76.64324121,1
88,0294 054 031416,294,54,1707 N CAREY ST,3/14/2016,PENN NORTH,WESTERN,7,39.30907584,-76.6427263,1
89,0321 005 032116,321,5,1908 DRUID HILL AVE,3/21/2016,DRUID HEIGHTS,CENTRAL,11,39.30677018,-76.63483641,1
90,0620 017 032416,620,17,107 N HOWARD ST,3/24/2016,DOWNTOWN,CENTRAL,11,39.29073259,-76.61921092,1
91,0702 010 031616,702,10,2104 EAGLE ST,3/16/2016,CARROLLTON RIDGE,SOUTHWESTERN,9,39.28056347,-76.64933302,1
92,0758 109 031416,758,109,1347 GLYNDON AVE,3/14/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28096927,-76.63757631,1
93,0790 082 031716,790,82,1220 CLEVELAND ST,3/17/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28012403,-76.63313967,1
94,0857 022 032316,857,22,775 CARROLL ST,3/23/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,39.28197942,-76.62814903,1
95,1160 025 032416,1160,25,1205 E PRESTON ST,3/24/2016,OLIVER,EASTERN,12,39.30490826,-76.60153842,1
96,1163 022 031516,1163,22,1212 N BOND ST,3/15/2016,OLIVER,EASTERN,12,39.30482475,-76.59687707,1
97,1163 050 031716,1163,50,1223 N CAROLINE ST,3/17/2016,OLIVER,EASTERN,12,39.30476771,-76.59772551,1
98,1449 079 031516,1449,79,1828 N CHESTER ST,3/15/2016,BROADWAY EAST,EASTERN,12,39.31152594,-76.58888589,1
99,1457 051 031516,1457,51,1706 N WOLFE ST,3/15/2016,BROADWAY EAST,EASTERN,12,39.30994021,-76.59184761,1
100,1473 025 032416,1473,25,1638 N BRADFORD ST,3/24/2016,BROADWAY EAST,EASTERN,13,39.30985999,-76.58529956,1
101,1496 034 032116,1496,34,1410 N GAY ST,3/21/2016,BROADWAY EAST,EASTERN,12,39.30686594,-76.59115322,1
102,1496 035 032116,1496,35,1408 N GAY ST,3/21/2016,BROADWAY EAST,EASTERN,12,39.30682426,-76.59116881,1
103,1503 045 032416,1503,45,1402 N MONTFORD AVE,3/24/2016,BROADWAY EAST,EASTERN,13,39.30719016,-76.58448412,1
104,1542 038 032116,1542,38,1232 N CURLEY ST,3/21/2016,BEREA,EASTERN,13,39.30577737,-76.57654284,1
105,0009 031 120508,9,31,1707 WESTWOOD AVE,12/5/2008,SANDTOWN-WINCHESTER,WESTERN,7,39.30868471,-76.64521986,1
106,0009 033 082012,9,33,1703 WESTWOOD AVE,8/20/2012,SANDTOWN-WINCHESTER,WESTERN,7,39.30868774,-76.64511791,1
107,0009 035 062014,9,35,1726 N MOUNT ST,6/20/2014,SANDTOWN-WINCHESTER,WESTERN,7,39.30855459,-76.64516938,1
108,0009 037 081607,9,37,1722 N MOUNT ST,8/16/2007,SANDTOWN-WINCHESTER,WESTERN,7,39.30848991,-76.64516322,1
109,1592 019 032316,1592,19,2536 E EAGER ST,3/23/2016,MILTON-MONTFORD,EASTERN,13,39.3020481,-76.58151278,1
110,1610 029H 032416,1610,029H,2639 ASHLAND AVE,3/24/2016,MADISON-EASTEND,EASTERN,13,39.30087416,-76.57979432,1
111,1654 027 032416,1654,27,2319 MCELDERRY ST,3/24/2016,MCELDERRY PARK,SOUTHEASTERN,13,39.29744074,-76.58439371,1
112,1686 003 031516,1686,3,2031 ORLEANS ST,3/15/2016,CARE,SOUTHEASTERN,13,39.29518214,-76.58827009,1
113,1722 019 032316,1722,19,2121 E FAIRMOUNT AVE,3/23/2016,BUTCHER'S HILL,SOUTHEASTERN,13,39.29274295,-76.58651081,1
114,2138 026 032316,2138,26,455 BRUNSWICK ST,3/23/2016,MILLHILL,SOUTHWESTERN,9,39.27940532,-76.65913947,1
115,2199G007 032116,2199G,7,150 S HILTON ST,3/21/2016,SAINT JOSEPHS,SOUTHWESTERN,8,39.28336832,-76.67242437,1
116,2201 020 032316,2201,20,2339 EDMONDSON AVE,3/23/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,39.29452829,-76.6544517,1
117,2230K013 031416,2230K,13,25 S ELLAMONT ST,3/14/2016,CARROLL-SOUTH HILTON,SOUTHWESTERN,9,39.28509941,-76.67018481,1
118,2247 020 032116,2247,20,230 S MONASTERY AVE,3/21/2016,IRVINGTON,SOUTHWESTERN,8,39.28334502,-76.6812959,1
119,2275A001 031816,2275A,1,246 N HILTON ST,3/18/2016,ALLENDALE,SOUTHWESTERN,8,39.28986146,-76.67284465,1
120,2286 032 032416,2286,32,3511 W MULBERRY ST,3/24/2016,ALLENDALE,SOUTHWESTERN,8,39.29163522,-76.67619861,1
121,2297 012 031616,2297,12,422 N LOUDON AVE,3/16/2016,ALLENDALE,SOUTHWESTERN,8,39.29234194,-76.68277277,1
122,2306 031 031716,2306,31,1722 RUXTON AVE,3/17/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30814389,-76.65526668,1
123,2348 017 031416,2348,17,2332 EDMONDSON AVE,3/14/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,39.29506303,-76.65431193,1
124,2401A036 031716,2401A,36,1806 BRADDISH AVE,3/17/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,39.30853512,-76.66129249,1
125,2443A024 031716,2443A,24,2915 BELMONT AVE,3/17/2016,WINCHESTER,SOUTHWESTERN,9,39.30327997,-76.6659239,1
126,2443A025 031716,2443A,25,2917 BELMONT AVE,3/17/2016,WINCHESTER,SOUTHWESTERN,9,39.30327524,-76.6659744,1
127,2445 064 031516,2445,64,2907 WINCHESTER ST,3/15/2016,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.30108813,-76.66619769,1
128,2475 009 031716,2475,9,3016 EDMONDSON AVE,3/17/2016,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29459084,-76.66727238,1
129,2475 026 031516,2475,26,3050 EDMONDSON AVE,3/15/2016,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29456252,-76.66814195,1
130,2475E036 031516,2475E,36,3036 HARLEM AVE,3/15/2016,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29596426,-76.6679032,1
131,2475H062 032316,2475H,62,955 ELLICOTT DRIVEWAY,3/23/2016,FRANKLINTOWN ROAD,SOUTHWESTERN,9,39.29843223,-76.66863655,1
132,2523B009 031716,2523B,9,917 ALLENDALE ST,3/17/2016,EDGEWOOD,SOUTHWESTERN,8,39.29852452,-76.67838633,1
133,2537 023 032416,2537,23,4124 WALRAD ST,3/24/2016,IRVINGTON,SOUTHWESTERN,8,39.28018866,-76.6842452,1
134,2545 004 032216,2545,4,222 S AUGUSTA AVE,3/22/2016,IRVINGTON,SOUTHWESTERN,8,39.28192385,-76.68503873,1
135,2733 011 031516,2733,11,4002 MAINE AVE,3/15/2016,CENTRAL FOREST PARK,NORTHWESTERN,6,39.32748673,-76.68610865,1
136,2880B004 032416,2880B,4,3807 CLIFTON AVE,3/24/2016,FAIRMONT,SOUTHWESTERN,7,39.31038899,-76.68199412,1
137,3004 007 031516,3004,7,2916 W NORTH AVE,3/15/2016,WALBROOK,SOUTHWESTERN,7,39.30938097,-76.6663401,1
138,3085A059 032416,3085A,59,2135 KOKO LANE,3/24/2016,PANWAY/BRADDISH AVENUE,WESTERN,7,39.31228221,-76.66306491,1
139,3207 069 031516,3207,69,1905 HERBERT ST,3/15/2016,MONDAWMIN,WESTERN,7,39.3102319,-76.6486453,1
140,3241 024 031416,3241,24,2214 BRYANT AVE,3/14/2016,PARKVIEW/WOODBROOK,WESTERN,7,39.31682353,-76.6491423,1
141,3307B024 031416,3307B,24,2602 ROSEWOOD AVE,3/14/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,39.33892017,-76.66447909,1
142,3311 012 032416,3311,12,4224 PARK HEIGHTS AVE,3/24/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,39.3371612,-76.66491026,1
143,3406 063 031716,3406,63,2525 PENNSYLVANIA AVE,3/17/2016,PENN NORTH,WESTERN,7,39.31069749,-76.64285033,1
144,3424 093 032116,3424,93,2225 MADISON AVE,3/21/2016,RESERVOIR HILL,CENTRAL,7,39.31105758,-76.63594744,1
145,3434 001 031516,3434,1,850 W NORTH AVE,3/15/2016,RESERVOIR HILL,CENTRAL,7,39.3111532,-76.63011842,1
146,3447 037 031616,3447,37,2327 LINDEN AVE,3/16/2016,RESERVOIR HILL,CENTRAL,7,39.31373953,-76.63499707,1
147,3816 015 032216,3816,15,318 E 22ND ST,3/22/2016,BARCLAY,EASTERN,12,39.3147188,-76.61203734,1
148,3825 042 031416,3825,42,2427 BRENTWOOD AVE,3/14/2016,BARCLAY,EASTERN,12,39.31694487,-76.61013038,1
149,3954 023 032116,3954,23,1717 E 30TH ST,3/21/2016,COLDSTREAM HOMESTEAD MONTEBELLO,NORTHEASTERN,14,39.3251339,-76.59136773,1
150,3971G021 032316,3971G,21,1240 NORTHVIEW ROAD,3/23/2016,ORIGINAL NORTHWOOD,NORTHEASTERN,3,39.34271144,-76.59740535,1
151,4010P005 032316,4010P,5,808 BONAPARTE AVE,3/23/2016,EAST BALTIMORE MIDWAY,EASTERN,12,39.31712807,-76.6026079,1
152,4011B040 031716,4011B,40,2005 KENNEDY AVE,3/17/2016,EAST BALTIMORE MIDWAY,EASTERN,12,39.31324691,-76.60409167,1
153,4013A015 032416,4013A,15,1028 E 20TH ST,3/24/2016,EAST BALTIMORE MIDWAY,EASTERN,12,39.31295693,-76.60439148,1
154,4074A038 031416,4074A,38,3048 MATHEWS ST,3/14/2016,BETTER WAVERLY,NORTHERN,14,39.32560298,-76.60692029,1
155,4114H005 032116,4114H,5,2609 KIRK AVE,3/21/2016,COLDSTREAM HOMESTEAD MONTEBELLO,NORTHEASTERN,14,39.32082352,-76.59904915,1
156,4114H009 031716,4114H,9,2617 KIRK AVE,3/17/2016,COLDSTREAM HOMESTEAD MONTEBELLO,NORTHEASTERN,14,39.32095694,-76.59891494,1
157,4131 011 032116,4131,11,1532 GORSUCH AVE,3/21/2016,COLDSTREAM HOMESTEAD MONTEBELLO,NORTHEASTERN,14,39.3223274,-76.59599805,1
158,4178D034 031716,4178D,34,3227 LYNDALE AVE,3/17/2016,FOUR BY FOUR,NORTHEASTERN,13,39.31628919,-76.57759621,1
159,4178E035 032116,4178E,35,3234 LYNDALE AVE,3/21/2016,FOUR BY FOUR,NORTHEASTERN,13,39.31661792,-76.57735882,1
160,4178F022 032116,4178F,22,3343 ELMORA AVE,3/21/2016,FOUR BY FOUR,NORTHEASTERN,13,39.31573241,-76.5758927,1
161,4178J028 032416,4178J,28,3410 ELMORA AVE,3/24/2016,FOUR BY FOUR,NORTHEASTERN,13,39.31606261,-76.57544613,1
162,4179S071 031716,4179S,71,4101 CHESTERFIELD AVE,3/17/2016,BELAIR-EDISON,NORTHEASTERN,13,39.3150063,-76.56185698,1
163,4429B001 032316,4429B,1,3808 W ROGERS AVE,3/23/2016,ARLINGTON,NORTHWESTERN,5,39.35028425,-76.68663386,1
164,4543A007 032416,4543A,7,5213 LINDEN HEIGHTS AVE,3/24/2016,WOODMERE,NORTHWESTERN,5,39.34434508,-76.6835793,1
165,4544C017 031416,4544C,17,3613 HAYWARD AVE,3/14/2016,ARLINGTON,NORTHWESTERN,5,39.34770543,-76.68176963,1
166,4589 020 031416,4589,20,5102 PEMBRIDGE AVE,3/14/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,39.35064231,-76.67066064,1
167,4626 015 032216,4626,15,3127 SUMTER AVE,3/22/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,39.34192453,-76.66732567,1
168,5138A012N 031816,5138A,012N,1022 E BELVEDERE AVE,3/18/2016,CHINQUAPIN PARK,NORTHERN,4,39.36013075,-76.59880412,1
169,0020 089 062107,20,89,1526 MCKEAN AVE,6/21/2007,SANDTOWN-WINCHESTER,WESTERN,7,39.3057461,-76.64733924,1
170,0020 090 031115,20,90,1524 MCKEAN AVE,3/11/2015,SANDTOWN-WINCHESTER,WESTERN,7,39.30571205,-76.64733747,1
171,0020 092 101512,20,92,1520 MCKEAN AVE,10/15/2012,SANDTOWN-WINCHESTER,WESTERN,7,39.30564069,-76.64733369,1
172,0020 093 111004,20,93,1518 MCKEAN AVE,11/10/2004,SANDTOWN-WINCHESTER,WESTERN,7,39.3056031,-76.64733312,1
173,0021 003 071814,21,3,1506 N MOUNT ST,7/18/2014,SANDTOWN-WINCHESTER,WESTERN,7,39.30578251,-76.64503094,1
174,0021 020 042915,21,20,1701 BAKER ST,4/29/2015,SANDTOWN-WINCHESTER,WESTERN,7,39.30651272,-76.64494139,1
175,0021 021 050115,21,21,1703 BAKER ST,5/1/2015,SANDTOWN-WINCHESTER,WESTERN,7,39.30651089,-76.64498928,1
176,0021 032 020215,21,32,1563 N FULTON AVE,2/2/2015,SANDTOWN-WINCHESTER,WESTERN,7,39.30653612,-76.6458016,1
177,0021 037 020612,21,37,1553 N FULTON AVE,2/6/2012,SANDTOWN-WINCHESTER,WESTERN,7,39.306322,-76.64590631,1
178,0021 038 081613,21,38,1551 N FULTON AVE,8/16/2013,SANDTOWN-WINCHESTER,WESTERN,7,39.30628891,-76.6459042,1
179,0021 039 051206,21,39,1549 N FULTON AVE,5/12/2006,SANDTOWN-WINCHESTER,WESTERN,7,39.30625545,-76.64590203,1
180,0021 040 071509,21,40,1547 N FULTON AVE,7/15/2009,SANDTOWN-WINCHESTER,WESTERN,7,39.30622154,-76.64589982,1
181,0021 042 112112,21,42,1543 N FULTON AVE,11/21/2012,SANDTOWN-WINCHESTER,WESTERN,7,39.30615308,-76.6458954,1
182,5165B033 031616,5165B,33,5215 READY AVE,3/16/2016,WOODBOURNE-MCCABE,NORTHERN,4,39.35340106,-76.60767632,1
183,5173 061 032116,5173,61,545 CHATEAU AVE,3/21/2016,WINSTON-GOVANS,NORTHERN,4,39.35052578,-76.60777105,1
184,5237 199 032416,5237,199,1201 GLENEAGLE ROAD,3/24/2016,RAMBLEWOOD,NORTHEASTERN,4,39.36387614,-76.59321334,1
185,5267O293 032116,5267O,293,1609 PENTWOOD ROAD,3/21/2016,STONEWOOD-PENTWOOD-WINSTON,NORTHEASTERN,3,39.34754167,-76.58711001,1
186,5898H045 031416,5898H,45,4111 EIERMAN AVE,3/14/2016,BELAIR-PARKSIDE,NORTHEASTERN,3,39.32973352,-76.56601089,1
187,5907 026 031516,5907,26,3033 KENYON AVE,3/15/2016,BELAIR-EDISON,NORTHEASTERN,13,39.32430516,-76.56818736,1
188,5911B002 032416,5911B,2,3203 KENTUCKY AVE,3/24/2016,BELAIR-EDISON,NORTHEASTERN,13,39.32250009,-76.56923031,1
189,6043 081 032316,6043,81,5415 SEWARD AVE,3/23/2016,FRANKFORD,NORTHEASTERN,2,39.32813444,-76.53972016,1
190,7085 004 031616,7085,4,3603 6TH ST,3/16/2016,BROOKLYN,SOUTHERN,10,39.23562314,-76.60234252,1
191,7096 015 031816,7096,15,847 PONTIAC AVE,3/18/2016,BROOKLYN,SOUTHERN,10,39.23372994,-76.59846502,1
192,7419D026 031416,7419D,26,2103 SIDNEY AVE,3/14/2016,WESTPORT,SOUTHERN,10,39.26454148,-76.63176232,1
